19752,360,2-2010,27-04-2010,24-09-2010,false
22201,360,3-2010,20-07-2010,27-08-2010,true
22205,360,3-2010,20-07-2010,27-08-2010,true
22421,360,3-2010,27-07-2010,24-08-2010,true
22903,360,3-2010,16-08-2010,23-08-2010,true
22918,360,3-2010,17-08-2010,30-08-2010,true
23088,360,3-2010,25-08-2010,25-08-2010,true
23300,360,3-2010,31-08-2010,01-09-2010,true
23301,360,3-2010,31-08-2010,31-08-2010,true
24413,360,3-2010,17-09-2010,17-09-2010,true
27211,360,4-2010,02-11-2010,06-11-2011,true
27509,360,4-2010,03-11-2010,03-11-2010,true
28550,360,4-2010,09-11-2010,09-11-2010,true
32653,360,4-2010,03-12-2010,06-12-2010,true
54470,360,2-2011,01-04-2011,06-04-2011,true
55117,360,2-2011,04-04-2011,05-04-2011,true
55260,360,2-2011,05-04-2011,05-04-2011,true
55289,360,2-2011,05-04-2011,05-04-2011,true
55292,360,2-2011,05-04-2011,07-04-2011,true
55303,360,2-2011,05-04-2011,12-04-2011,true
55320,360,2-2011,05-04-2011,06-04-2011,true
55332,360,2-2011,05-04-2011,06-04-2011,true
55339,360,2-2011,05-04-2011,06-04-2011,true
55485,360,2-2011,06-04-2011,06-04-2011,true
55507,360,2-2011,06-04-2011,06-04-2011,true
55508,360,2-2011,06-04-2011,07-04-2011,true
55509,360,2-2011,06-04-2011,08-04-2011,true
55517,360,2-2011,06-04-2011,06-04-2011,true
55526,360,2-2011,06-04-2011,06-04-2011,true
55540,360,2-2011,06-04-2011,06-04-2011,true
55544,360,2-2011,06-04-2011,13-04-2011,true
55562,360,2-2011,06-04-2011,12-04-2011,true
55576,360,2-2011,06-04-2011,27-04-2011,true
55599,360,2-2011,06-04-2011,11-04-2011,true
55775,360,2-2011,07-04-2011,07-04-2011,true
55776,360,2-2011,07-04-2011,12-04-2011,true
55792,360,2-2011,07-04-2011,14-04-2011,true
55820,360,2-2011,07-04-2011,11-04-2011,true
55827,360,2-2011,07-04-2011,14-04-2011,true
55976,360,2-2011,08-04-2011,12-04-2011,true
56001,360,2-2011,08-04-2011,18-04-2011,true
56004,360,2-2011,08-04-2011,11-04-2011,true
56005,360,2-2011,08-04-2011,27-04-2011,true
56012,360,2-2011,08-04-2011,13-04-2011,true
56055,360,2-2011,08-04-2011,11-04-2011,true
56063,360,2-2011,08-04-2011,12-04-2011,true
56064,360,2-2011,08-04-2011,11-04-2011,true
56065,360,2-2011,08-04-2011,12-04-2011,true
56526,360,2-2011,11-04-2011,13-04-2011,true
56530,360,2-2011,11-04-2011,11-04-2011,true
56545,360,2-2011,11-04-2011,14-04-2011,true
56581,360,2-2011,11-04-2011,11-04-2011,true
56627,360,2-2011,11-04-2011,11-04-2011,true
56792,360,2-2011,12-04-2011,12-04-2011,true
56801,360,2-2011,12-04-2011,14-04-2011,true
56841,360,2-2011,12-04-2011,14-04-2011,true
56842,360,2-2011,12-04-2011,13-04-2011,true
56851,360,2-2011,12-04-2011,14-04-2011,true
56872,360,2-2011,13-04-2011,14-04-2011,true
56876,360,2-2011,13-04-2011,13-04-2011,true
56877,360,2-2011,13-04-2011,15-04-2011,true
56879,360,2-2011,13-04-2011,13-04-2011,true
56880,360,2-2011,14-04-2011,14-04-2011,true
56881,360,2-2011,14-04-2011,27-04-2011,true
56882,360,2-2011,14-04-2011,26-04-2011,true
56887,360,2-2011,14-04-2011,14-04-2011,true
56890,360,2-2011,14-04-2011,14-04-2011,true
56894,360,2-2011,14-04-2011,14-04-2011,true
56906,360,2-2011,14-04-2011,14-04-2011,true
56909,360,2-2011,14-04-2011,14-04-2011,true
56910,360,2-2011,14-04-2011,15-04-2011,true
56912,360,2-2011,14-04-2011,14-04-2011,true
56916,360,2-2011,15-04-2011,19-04-2011,true
56923,360,2-2011,15-04-2011,27-04-2011,true
56924,360,2-2011,15-04-2011,18-04-2011,true
56928,360,2-2011,15-04-2011,15-04-2011,true
56956,360,2-2011,18-04-2011,19-04-2011,true
56974,360,2-2011,19-04-2011,19-04-2011,true
56983,360,2-2011,20-04-2011,20-04-2011,true
56996,360,2-2011,20-04-2011,21-04-2011,true
56997,360,2-2011,20-04-2011,27-04-2011,true
56999,360,2-2011,21-04-2011,26-04-2011,true
57008,360,2-2011,25-04-2011,26-04-2011,true
57017,360,2-2011,26-04-2011,26-04-2011,true
57025,360,2-2011,26-04-2011,26-04-2011,true
57027,360,2-2011,26-04-2011,26-04-2011,true
57028,360,2-2011,26-04-2011,27-04-2011,true
57029,360,2-2011,26-04-2011,27-04-2011,true
57031,360,2-2011,26-04-2011,27-04-2011,true
57033,360,2-2011,27-04-2011,27-04-2011,true
57036,360,2-2011,27-04-2011,27-04-2011,true
57037,360,2-2011,27-04-2011,27-04-2011,true
57039,360,2-2011,27-04-2011,27-04-2011,true
57040,360,2-2011,27-04-2011,27-04-2011,true
57044,360,2-2011,27-04-2011,27-04-2011,true
57045,360,2-2011,27-04-2011,27-04-2011,true
57051,360,2-2011,27-04-2011,27-04-2011,true
57053,360,2-2011,27-04-2011,28-04-2011,true
57054,360,2-2011,27-04-2011,27-04-2011,true
57055,360,2-2011,27-04-2011,28-04-2011,true
57056,360,2-2011,27-04-2011,28-04-2011,true
57057,360,2-2011,27-04-2011,28-04-2011,true
57058,360,2-2011,27-04-2011,29-04-2011,true
57059,360,2-2011,28-04-2011,28-04-2011,true
57063,360,2-2011,28-04-2011,03-05-2011,true
57072,360,2-2011,28-04-2011,29-04-2011,true
57073,360,2-2011,28-04-2011,02-05-2011,true
57080,360,2-2011,29-04-2011,29-04-2011,true
57081,360,2-2011,29-04-2011,29-04-2011,true
57084,360,2-2011,29-04-2011,29-04-2011,true
57086,360,2-2011,29-04-2011,29-04-2011,true
57140,360,2-2011,29-04-2011,29-04-2011,true
57144,360,2-2011,29-04-2011,29-04-2011,true
57145,360,2-2011,29-04-2011,29-04-2011,true
57148,360,2-2011,29-04-2011,29-04-2011,true
57151,360,2-2011,29-04-2011,02-05-2011,true
57155,360,2-2011,01-05-2011,01-05-2011,true
57165,360,2-2011,02-05-2011,02-05-2011,true
57173,360,2-2011,02-05-2011,02-05-2011,true
57181,360,2-2011,02-05-2011,03-05-2011,true
57182,360,2-2011,02-05-2011,03-05-2011,true
57185,360,2-2011,02-05-2011,02-05-2011,true
57186,360,2-2011,03-05-2011,03-05-2011,true
57187,360,2-2011,03-05-2011,03-05-2011,true
57188,360,2-2011,03-05-2011,03-05-2011,true
57190,360,2-2011,03-05-2011,03-05-2011,true
57197,360,2-2011,03-05-2011,03-05-2011,true
57198,360,2-2011,03-05-2011,03-05-2011,true
57199,360,2-2011,03-05-2011,03-05-2011,true
57207,360,2-2011,03-05-2011,03-05-2011,true
57213,360,2-2011,03-05-2011,03-05-2011,true
57216,360,2-2011,03-05-2011,03-05-2011,true
57233,360,2-2011,04-05-2011,04-05-2011,true
57252,360,2-2011,04-05-2011,04-05-2011,true
57254,360,2-2011,04-05-2011,04-05-2011,true
57256,360,2-2011,04-05-2011,04-05-2011,true
57259,360,2-2011,05-05-2011,05-05-2011,true
57260,360,2-2011,05-05-2011,05-05-2011,true
57265,360,2-2011,05-05-2011,05-05-2011,true
57284,360,2-2011,06-05-2011,06-05-2011,true
57305,360,2-2011,06-05-2011,06-05-2011,true
57935,360,2-2011,27-05-2011,21-06-2011,true
58008,360,2-2011,30-05-2011,30-05-2011,true
58133,360,2-2011,01-06-2011,09-06-2011,true
58460,360,2-2011,15-06-2011,19-10-2011,false
58691,360,2-2011,17-06-2011,05-11-2011,false
58827,360,2-2011,21-06-2011,05-11-2011,false
59814,360,3-2011,15-08-2011,02-11-2011,false
59857,360,3-2011,17-08-2011,17-08-2011,true
60030,360,3-2011,23-08-2011,05-11-2011,false
60407,360,3-2011,07-09-2011,28-05-2012,false
60815,360,3-2011,20-09-2011,05-11-2011,false
61373,360,4-2011,11-10-2011,30-01-2012,false
61379,360,4-2011,11-10-2011,06-11-2011,true
61617,360,4-2011,18-10-2011,03-11-2011,true
61634,360,4-2011,19-10-2011,03-11-2011,true
61639,360,4-2011,19-10-2011,24-10-2011,true
61644,360,4-2011,19-10-2011,02-11-2011,true
61650,360,4-2011,19-10-2011,19-10-2011,true
61661,360,4-2011,19-10-2011,19-10-2011,true
61663,360,4-2011,19-10-2011,19-10-2011,true
61680,360,4-2011,20-10-2011,20-10-2011,true
61684,360,4-2011,20-10-2011,21-10-2011,true
61711,360,4-2011,20-10-2011,07-11-2011,true
61713,360,4-2011,21-10-2011,25-10-2011,true
61716,360,4-2011,21-10-2011,21-10-2011,true
61720,360,4-2011,21-10-2011,24-10-2011,true
61739,360,4-2011,21-10-2011,21-10-2011,true
61742,360,4-2011,21-10-2011,01-11-2011,true
61751,360,4-2011,21-10-2011,31-10-2011,true
61758,360,4-2011,21-10-2011,03-11-2011,true
61766,360,4-2011,24-10-2011,02-11-2011,true
61774,360,4-2011,24-10-2011,24-10-2011,true
61789,360,4-2011,24-10-2011,24-10-2011,true
61791,360,4-2011,24-10-2011,25-10-2011,true
61792,360,4-2011,24-10-2011,24-10-2011,true
61794,360,4-2011,24-10-2011,25-10-2011,true
61795,360,4-2011,24-10-2011,25-10-2011,true
61796,360,4-2011,24-10-2011,24-10-2011,true
61797,360,4-2011,24-10-2011,28-10-2011,true
61799,360,4-2011,24-10-2011,25-10-2011,true
61800,360,4-2011,24-10-2011,25-10-2011,true
61801,360,4-2011,24-10-2011,02-11-2011,true
61802,360,4-2011,24-10-2011,25-10-2011,true
61803,360,4-2011,24-10-2011,25-10-2011,true
61804,360,4-2011,24-10-2011,26-10-2011,true
61805,360,4-2011,24-10-2011,26-10-2011,true
61806,360,4-2011,24-10-2011,06-11-2011,true
61807,360,4-2011,24-10-2011,24-10-2011,true
61817,360,4-2011,25-10-2011,25-10-2011,true
61818,360,4-2011,25-10-2011,25-10-2011,true
61828,360,4-2011,25-10-2011,31-10-2011,true
61830,360,4-2011,25-10-2011,05-11-2011,true
61847,360,4-2011,26-10-2011,02-11-2011,true
61849,360,4-2011,26-10-2011,27-10-2011,true
