360,1,23-08-2010,8,3,2010,Kanban
360,2,24-08-2010,8,3,2010,Kanban
360,6,25-08-2010,8,3,2010,Kanban
360,6,26-08-2010,8,3,2010,Kanban
360,8,27-08-2010,8,3,2010,Kanban
360,7,28-08-2010,8,3,2010,Kanban
360,7,29-08-2010,8,3,2010,Kanban
360,12,30-08-2010,8,3,2010,Kanban
360,15,31-08-2010,8,3,2010,Kanban
360,10,01-09-2010,9,3,2010,Kanban
360,9,02-09-2010,9,3,2010,Kanban
360,7,03-09-2010,9,3,2010,Kanban
360,5,04-09-2010,9,3,2010,Kanban
360,5,05-09-2010,9,3,2010,Kanban
360,9,06-09-2010,9,3,2010,Kanban
360,8,07-09-2010,9,3,2010,Kanban
360,6,08-09-2010,9,3,2010,Kanban
360,5,09-09-2010,9,3,2010,Kanban
360,5,10-09-2010,9,3,2010,Kanban
360,4,11-09-2010,9,3,2010,Kanban
360,4,12-09-2010,9,3,2010,Kanban
360,4,13-09-2010,9,3,2010,Kanban
360,4,14-09-2010,9,3,2010,Kanban
360,4,15-09-2010,9,3,2010,Kanban
360,4,16-09-2010,9,3,2010,Kanban
360,5,17-09-2010,9,3,2010,Kanban
360,5,18-09-2010,9,3,2010,Kanban
360,5,19-09-2010,9,3,2010,Kanban
360,5,20-09-2010,9,3,2010,Kanban
360,5,21-09-2010,9,3,2010,Kanban
360,5,22-09-2010,9,3,2010,Kanban
360,5,23-09-2010,9,3,2010,Kanban
360,6,24-09-2010,9,3,2010,Kanban
360,6,25-09-2010,9,3,2010,Kanban
360,5,26-09-2010,9,3,2010,Kanban
360,5,27-09-2010,9,3,2010,Kanban
360,5,28-09-2010,9,3,2010,Kanban
360,4,29-09-2010,9,3,2010,Kanban
360,4,30-09-2010,9,3,2010,Kanban
360,4,01-10-2010,10,4,2010,Kanban
360,3,02-10-2010,10,4,2010,Kanban
360,3,03-10-2010,10,4,2010,Kanban
360,3,04-10-2010,10,4,2010,Kanban
360,3,05-10-2010,10,4,2010,Kanban
360,3,06-10-2010,10,4,2010,Kanban
360,3,07-10-2010,10,4,2010,Kanban
360,2,08-10-2010,10,4,2010,Kanban
360,2,09-10-2010,10,4,2010,Kanban
360,2,10-10-2010,10,4,2010,Kanban
360,2,11-10-2010,10,4,2010,Kanban
360,2,12-10-2010,10,4,2010,Kanban
360,2,13-10-2010,10,4,2010,Kanban
360,2,14-10-2010,10,4,2010,Kanban
360,2,15-10-2010,10,4,2010,Kanban
360,2,16-10-2010,10,4,2010,Kanban
360,2,17-10-2010,10,4,2010,Kanban
360,2,18-10-2010,10,4,2010,Kanban
360,2,19-10-2010,10,4,2010,Kanban
360,2,20-10-2010,10,4,2010,Kanban
360,2,21-10-2010,10,4,2010,Kanban
360,2,22-10-2010,10,4,2010,Kanban
360,2,23-10-2010,10,4,2010,Kanban
360,2,24-10-2010,10,4,2010,Kanban
360,2,25-10-2010,10,4,2010,Kanban
360,2,26-10-2010,10,4,2010,Kanban
360,2,27-10-2010,10,4,2010,Kanban
360,2,28-10-2010,10,4,2010,Kanban
360,2,29-10-2010,10,4,2010,Kanban
360,2,30-10-2010,10,4,2010,Kanban
360,2,31-10-2010,10,4,2010,Kanban
360,2,01-11-2010,11,4,2010,Kanban
360,2,02-11-2010,11,4,2010,Kanban
360,3,03-11-2010,11,4,2010,Kanban
360,3,04-11-2010,11,4,2010,Kanban
360,2,05-11-2010,11,4,2010,Kanban
360,2,06-11-2010,11,4,2010,Kanban
360,2,07-11-2010,11,4,2010,Kanban
360,2,08-11-2010,11,4,2010,Kanban
360,3,09-11-2010,11,4,2010,Kanban
360,3,10-11-2010,11,4,2010,Kanban
360,2,11-11-2010,11,4,2010,Kanban
360,2,12-11-2010,11,4,2010,Kanban
360,2,13-11-2010,11,4,2010,Kanban
360,2,14-11-2010,11,4,2010,Kanban
360,2,15-11-2010,11,4,2010,Kanban
360,2,16-11-2010,11,4,2010,Kanban
360,2,17-11-2010,11,4,2010,Kanban
360,2,18-11-2010,11,4,2010,Kanban
360,1,19-11-2010,11,4,2010,Kanban
360,1,20-11-2010,11,4,2010,Kanban
360,1,21-11-2010,11,4,2010,Kanban
360,1,22-11-2010,11,4,2010,Kanban
360,1,23-11-2010,11,4,2010,Kanban
360,1,24-11-2010,11,4,2010,Kanban
360,1,25-11-2010,11,4,2010,Kanban
360,1,26-11-2010,11,4,2010,Kanban
360,1,27-11-2010,11,4,2010,Kanban
360,1,28-11-2010,11,4,2010,Kanban
360,1,29-11-2010,11,4,2010,Kanban
360,1,30-11-2010,11,4,2010,Kanban
360,1,01-12-2010,12,4,2010,Kanban
360,1,02-12-2010,12,4,2010,Kanban
360,1,03-12-2010,12,4,2010,Kanban
360,1,04-12-2010,12,4,2010,Kanban
360,1,05-12-2010,12,4,2010,Kanban
360,2,06-12-2010,12,4,2010,Kanban
360,2,07-12-2010,12,4,2010,Kanban
360,2,08-12-2010,12,4,2010,Kanban
360,1,09-12-2010,12,4,2010,Kanban
360,1,10-12-2010,12,4,2010,Kanban
360,1,11-12-2010,12,4,2010,Kanban
360,1,12-12-2010,12,4,2010,Kanban
360,1,13-12-2010,12,4,2010,Kanban
360,1,14-12-2010,12,4,2010,Kanban
360,1,15-12-2010,12,4,2010,Kanban
360,1,16-12-2010,12,4,2010,Kanban
360,1,17-12-2010,12,4,2010,Kanban
360,1,18-12-2010,12,4,2010,Kanban
360,1,19-12-2010,12,4,2010,Kanban
360,1,20-12-2010,12,4,2010,Kanban
360,1,21-12-2010,12,4,2010,Kanban
360,1,22-12-2010,12,4,2010,Kanban
360,1,23-12-2010,12,4,2010,Kanban
360,1,24-12-2010,12,4,2010,Kanban
360,1,25-12-2010,12,4,2010,Kanban
360,1,26-12-2010,12,4,2010,Kanban
360,1,27-12-2010,12,4,2010,Kanban
360,1,28-12-2010,12,4,2010,Kanban
360,1,29-12-2010,12,4,2010,Kanban
360,1,30-12-2010,12,4,2010,Kanban
360,1,31-12-2010,12,4,2010,Kanban
360,1,01-01-2011,1,1,2011,Kanban
360,1,02-01-2011,1,1,2011,Kanban
360,1,03-01-2011,1,1,2011,Kanban
360,1,04-01-2011,1,1,2011,Kanban
360,1,05-01-2011,1,1,2011,Kanban
360,1,06-01-2011,1,1,2011,Kanban
360,1,07-01-2011,1,1,2011,Kanban
360,1,08-01-2011,1,1,2011,Kanban
360,1,09-01-2011,1,1,2011,Kanban
360,1,10-01-2011,1,1,2011,Kanban
360,1,11-01-2011,1,1,2011,Kanban
360,1,12-01-2011,1,1,2011,Kanban
360,1,13-01-2011,1,1,2011,Kanban
360,1,14-01-2011,1,1,2011,Kanban
360,1,15-01-2011,1,1,2011,Kanban
360,1,16-01-2011,1,1,2011,Kanban
360,1,17-01-2011,1,1,2011,Kanban
360,1,18-01-2011,1,1,2011,Kanban
360,1,19-01-2011,1,1,2011,Kanban
360,1,20-01-2011,1,1,2011,Kanban
360,1,21-01-2011,1,1,2011,Kanban
360,1,22-01-2011,1,1,2011,Kanban
360,1,23-01-2011,1,1,2011,Kanban
360,1,24-01-2011,1,1,2011,Kanban
360,1,25-01-2011,1,1,2011,Kanban
360,1,26-01-2011,1,1,2011,Kanban
360,1,27-01-2011,1,1,2011,Kanban
360,1,28-01-2011,1,1,2011,Kanban
360,1,29-01-2011,1,1,2011,Kanban
360,1,30-01-2011,1,1,2011,Kanban
360,1,31-01-2011,1,1,2011,Kanban
360,1,01-02-2011,2,1,2011,Kanban
360,14,02-02-2011,2,1,2011,Kanban
360,20,03-02-2011,2,1,2011,Kanban
360,28,04-02-2011,2,1,2011,Kanban
360,23,05-02-2011,2,1,2011,Kanban
360,21,06-02-2011,2,1,2011,Kanban
360,25,07-02-2011,2,1,2011,Kanban
360,31,08-02-2011,2,1,2011,Kanban
360,29,09-02-2011,2,1,2011,Kanban
360,22,10-02-2011,2,1,2011,Kanban
360,11,11-02-2011,2,1,2011,Kanban
360,9,12-02-2011,2,1,2011,Kanban
360,6,13-02-2011,2,1,2011,Kanban
360,6,14-02-2011,2,1,2011,Kanban
360,6,15-02-2011,2,1,2011,Kanban
360,6,16-02-2011,2,1,2011,Kanban
360,6,17-02-2011,2,1,2011,Kanban
360,4,18-02-2011,2,1,2011,Kanban
