ID,Type,Created Date,Date From,Date To,Lead Time,Lines Added,Lines Modified,Lines Deleted,Team
75065.0, Bug , 2013-01-11 , 2013-01-22 , 2013-01-22 ,1.0,0.0,0.0,0.0, Frontend 
75067.0, Bug , 2013-01-11 , 2013-01-15 , 2013-01-15 ,1.0,0.0,2.0,0.0, Automation 
75070.0, Bug , 2013-01-11 , 2013-02-15 , 2013-02-15 ,1.0,0.0,0.0,0.0, Frontend 
75097.0, Bug , 2013-01-14 , 2013-01-14 , 2013-01-14 ,1.0,0.0,0.0,0.0, IT 
75118.0, Bug , 2013-01-14 , 2013-01-14 , 2013-01-14 ,1.0,0.0,2.0,84.0, Automation 
75213.0, Bug , 2013-01-17 , 2013-01-17 , 2013-01-17 ,1.0,0.0,0.0,0.0, IT 
75412.0, Bug , 2013-01-22 , 2013-01-22 , 2013-01-22 ,1.0,0.0,24.0,3.0, Setup+DB 
75422.0, Bug , 2013-01-22 , 2013-01-23 , 2013-01-23 ,1.0,3.0,29.0,38.0, Automation 
75459.0, Bug , 2013-01-23 , 2013-01-23 , 2013-01-23 ,1.0,4.0,1.0,40.0, Frontend 
75471.0, Bug , 2013-01-24 , 2013-02-06 , 2013-02-06 ,1.0,0.0,0.0,0.0, Frontend 
75536.0, Bug , 2013-01-28 , 2013-01-28 , 2013-01-28 ,1.0,0.0,0.0,0.0, IT 
75541.0, Bug , 2013-01-28 , 2013-01-28 , 2013-01-28 ,1.0,0.0,0.0,0.0, IT 
75560.0, Bug , 2013-01-29 , 2013-01-29 , 2013-01-29 ,1.0,0.0,0.0,0.0, IT 
75590.0, Bug , 2013-01-29 , 2013-01-29 , 2013-01-29 ,1.0,0.0,5.0,0.0, Automation 
75835.0, Bug , 2013-02-06 , 2013-02-14 , 2013-02-14 ,1.0,2.0,5.0,31.0, Frontend 
75945.0, Bug , 2013-02-08 , 2013-02-12 , 2013-02-12 ,1.0,0.0,0.0,2.0, Automation 
75973.0, Bug , 2013-02-11 , 2013-03-06 , 2013-03-06 ,1.0,0.0,0.0,0.0, IT 
75995.0, Bug , 2013-02-11 , 2013-02-11 , 2013-02-11 ,1.0,0.0,0.0,0.0, IT 
76038.0, Bug , 2013-02-12 , 2013-02-12 , 2013-02-12 ,1.0,0.0,0.0,0.0, IT 
76046.0, Bug , 2013-02-12 , 2013-02-12 , 2013-02-12 ,1.0,0.0,0.0,0.0, IT 
76120.0, Bug , 2013-02-13 , 2013-02-13 , 2013-02-13 ,1.0,1.0,0.0,0.0, Frontend 
76121.0, Bug , 2013-02-13 , 2013-02-13 , 2013-02-13 ,1.0,1.0,1.0,0.0, Frontend 
76208.0, Bug , 2013-02-15 , 2013-02-18 , 2013-02-18 ,1.0,0.0,0.0,0.0, IT 
76536.0, Bug , 2013-02-26 , 2013-02-26 , 2013-02-26 ,1.0,0.0,6.0,3.0, Automation 
76546.0, Bug , 2013-02-26 , 2013-03-26 , 2013-03-26 ,1.0,0.0,0.0,0.0, Frontend 
76956.0, Bug , 2013-03-12 , 2013-03-12 , 2013-03-12 ,1.0,0.0,0.0,0.0, IT 
76972.0, Bug , 2013-03-12 , 2013-03-12 , 2013-03-12 ,1.0,0.0,0.0,0.0, IT 
77093.0, Bug , 2013-03-18 , 2013-03-18 , 2013-03-18 ,1.0,0.0,0.0,0.0, IT 
77171.0, Bug , 2013-03-20 , 2013-03-20 , 2013-03-20 ,1.0,0.0,0.0,0.0, IT 
77172.0, Bug , 2013-03-20 , 2013-03-20 , 2013-03-20 ,1.0,0.0,0.0,0.0, IT 
77260.0, Bug , 2013-03-22 , 2013-03-22 , 2013-03-22 ,1.0,0.0,0.0,0.0, IT 
77264.0, Bug , 2013-03-22 , 2013-03-22 , 2013-03-22 ,1.0,0.0,0.0,0.0, IT 
77277.0, Bug , 2013-03-22 , 2013-03-22 , 2013-03-22 ,1.0,0.0,0.0,0.0, IT 
77278.0, Bug , 2013-03-22 , 2013-03-22 , 2013-03-22 ,1.0,0.0,0.0,0.0, IT 
77317.0, Bug , 2013-03-25 , 2013-03-27 , 2013-03-27 ,1.0,0.0,0.0,0.0, IT 
77321.0, Bug , 2013-03-25 , 2013-03-25 , 2013-03-25 ,1.0,0.0,2.0,0.0, Automation 
77351.0, Bug , 2013-03-26 , 2013-03-27 , 2013-03-27 ,1.0,0.0,0.0,0.0, IT 
77374.0, Bug , 2013-03-27 , 2013-03-27 , 2013-03-27 ,1.0,0.0,0.0,0.0, IT 
77428.0, Bug , 2013-04-01 , 2013-04-01 , 2013-04-01 ,1.0,0.0,0.0,0.0, IT 
77464.0, Bug , 2013-04-02 , 2013-04-02 , 2013-04-02 ,1.0,6.0,5.0,10.0, Automation 
77491.0, Bug , 2013-04-03 , 2013-04-03 , 2013-04-03 ,1.0,0.0,0.0,0.0, IT 
77495.0, Bug , 2013-04-03 , 2013-04-03 , 2013-04-03 ,1.0,0.0,0.0,0.0, IT 
77531.0, Bug , 2013-04-04 , 2013-04-04 , 2013-04-04 ,1.0,3.0,7.0,40.0, Automation 
22908.0, Bug , 2010-08-16 , 2012-01-23 , 2012-01-23 ,1.0,0.0,0.0,0.0, Argon 
24034.0, Bug , 2010-09-08 , 2010-09-08 , 2010-09-08 ,1.0,1.0,5.0,0.0, Argon 
24318.0, Bug , 2010-09-15 , 2010-09-15 , 2010-09-15 ,1.0,0.0,0.0,0.0, Argon 
24384.0, Bug , 2010-09-16 , 2010-09-16 , 2010-09-16 ,1.0,0.0,0.0,0.0,  
24385.0, Bug , 2010-09-16 , 2010-09-16 , 2010-09-16 ,1.0,0.0,0.0,0.0,  
24389.0, Bug , 2010-09-16 , 2010-09-16 , 2010-09-16 ,1.0,0.0,0.0,0.0,  
24831.0, Bug , 2010-09-29 , 2011-01-04 , 2011-01-04 ,1.0,0.0,0.0,0.0, Argon 
24966.0, Bug , 2010-10-04 , 2010-10-27 , 2010-10-27 ,1.0,0.0,0.0,0.0, Xenon 
24970.0, Bug , 2010-10-04 , 2010-10-27 , 2010-10-27 ,1.0,0.0,0.0,0.0, Xenon 
25262.0, Bug , 2010-10-12 , 2011-01-05 , 2011-01-05 ,1.0,0.0,0.0,0.0, Argon 
25647.0, Bug , 2010-10-25 , 2010-10-25 , 2010-10-25 ,1.0,0.0,4.0,16.0, Xenon 
29716.0, Bug , 2010-11-15 , 2010-11-15 , 2010-11-15 ,1.0,0.0,0.0,0.0, Argon 
29739.0, Bug , 2010-11-15 , 2010-11-16 , 2010-11-16 ,1.0,0.0,0.0,0.0, Xenon 
30390.0, Bug , 2010-11-18 , 2010-11-19 , 2010-11-19 ,1.0,0.0,5.0,0.0, Xenon 
30391.0, Bug , 2010-11-18 , 2010-11-18 , 2010-11-18 ,1.0,0.0,10.0,13.0, Argon 
30392.0, Bug , 2010-11-18 , 2010-11-19 , 2010-11-19 ,1.0,0.0,0.0,22.0, Argon 
30533.0, Bug , 2010-11-19 , 2010-11-19 , 2010-11-19 ,1.0,0.0,3.0,2.0, Argon 
31894.0, Bug , 2010-11-29 , 2011-01-10 , 2011-01-10 ,1.0,0.0,0.0,0.0, Xenon 
31966.0, Bug , 2010-11-29 , 2010-12-20 , 2010-12-20 ,1.0,0.0,0.0,0.0, Xenon 
32149.0, Bug , 2010-11-30 , 2011-01-10 , 2011-01-10 ,1.0,5.0,17.0,26.0, ProArc 
32153.0, Bug , 2010-11-30 , 2010-12-08 , 2010-12-08 ,1.0,0.0,0.0,0.0, Xenon 
32159.0, Bug , 2010-11-30 , 2010-12-03 , 2010-12-03 ,1.0,0.0,0.0,0.0, Argon 
32160.0, Bug , 2010-11-30 , 2011-01-10 , 2011-01-10 ,1.0,5.0,17.0,26.0, Xenon 
32276.0, Bug , 2010-12-01 , 2010-12-08 , 2010-12-08 ,1.0,51.0,91.0,593.0, Argon 
32280.0, Bug , 2010-12-01 , 2010-12-08 , 2010-12-08 ,1.0,0.0,3.0,0.0, Argon 
32281.0, Bug , 2010-12-01 , 2010-12-01 , 2010-12-01 ,1.0,0.0,3.0,0.0, Argon 
32291.0, Bug , 2010-12-01 , 2010-12-08 , 2010-12-08 ,1.0,0.0,0.0,0.0, Argon 
33205.0, Bug , 2010-12-07 , 2010-12-08 , 2010-12-08 ,1.0,0.0,0.0,0.0, Argon 
33294.0, Bug , 2010-12-07 , 2010-12-08 , 2010-12-08 ,1.0,0.0,2.0,0.0, Argon 
33572.0, Bug , 2010-12-09 , 2011-01-05 , 2011-01-05 ,1.0,0.0,0.0,0.0, Xenon 
33707.0, Bug , 2010-12-10 , 2010-12-10 , 2010-12-10 ,1.0,0.0,0.0,0.0, Xenon 
33748.0, Bug , 2010-12-10 , 2011-02-11 , 2011-02-11 ,1.0,0.0,0.0,0.0, Argon 
34976.0, Bug , 2010-12-20 , 2013-03-25 , 2013-03-25 ,1.0,0.0,0.0,0.0, Helium 
35223.0, Bug , 2010-12-22 , 2010-12-22 , 2010-12-22 ,1.0,0.0,3.0,4.0, Argon 
35224.0, Bug , 2010-12-22 , 2010-12-22 , 2010-12-22 ,1.0,0.0,3.0,4.0, Argon 
36067.0, Bug , 2010-12-28 , 2010-12-28 , 2010-12-28 ,1.0,0.0,1.0,2.0, ProArc 
37043.0, Bug , 2011-01-03 , 2011-02-11 , 2011-02-11 ,1.0,0.0,0.0,0.0, Argon 
37077.0, Bug , 2011-01-03 , 2011-03-14 , 2011-03-14 ,1.0,0.0,3.0,15.0, ProArc 
37678.0, Bug , 2011-01-06 , 2011-01-06 , 2011-01-06 ,1.0,0.0,0.0,0.0, Argon 
37708.0, Bug , 2011-01-06 , 2011-01-06 , 2011-01-06 ,1.0,0.0,0.0,0.0, Argon 
38475.0, Bug , 2011-01-10 , 2011-01-11 , 2011-01-11 ,1.0,0.0,0.0,0.0, Argon 
38477.0, Bug , 2011-01-10 , 2011-01-11 , 2011-01-11 ,1.0,0.0,0.0,0.0, Argon 
38643.0, Bug , 2011-01-11 , 2011-01-11 , 2011-01-11 ,1.0,0.0,0.0,0.0, Xenon 
38735.0, Bug , 2011-01-11 , 2011-01-12 , 2011-01-12 ,1.0,0.0,0.0,0.0, Argon 
39113.0, Bug , 2011-01-13 , 2011-01-17 , 2011-01-17 ,1.0,0.0,0.0,0.0, Argon 
39812.0, Bug , 2011-01-17 , 2011-01-18 , 2011-01-18 ,1.0,0.0,0.0,0.0, Argon 
39876.0, Bug , 2011-01-17 , 2011-01-18 , 2011-01-18 ,1.0,0.0,0.0,0.0, Xenon 
39970.0, Bug , 2011-01-18 , 2011-01-18 , 2011-01-18 ,1.0,0.0,0.0,0.0, Xenon 
41165.0, Bug , 2011-01-24 , 2012-11-22 , 2012-11-22 ,1.0,1.0,7.0,27.0, Helium 
41191.0, Bug , 2011-01-24 , 2011-02-02 , 2011-02-02 ,1.0,0.0,0.0,0.0, SP4 release 
41328.0, Bug , 2011-01-25 , 2011-01-25 , 2011-01-25 ,1.0,0.0,0.0,0.0, SP4 release 
41389.0, Bug , 2011-01-25 , 2011-01-28 , 2011-01-28 ,1.0,0.0,0.0,0.0, SP4 release 
41390.0, Bug , 2011-01-25 , 2011-01-28 , 2011-01-28 ,1.0,0.0,0.0,0.0, SP4 release 
41399.0, Bug , 2011-01-25 , 2011-01-28 , 2011-01-28 ,1.0,0.0,0.0,0.0, SP4 release 
41406.0, Bug , 2011-01-25 , 2011-01-28 , 2011-01-28 ,1.0,0.0,0.0,0.0, SP4 release 
41885.0, Bug , 2011-01-28 , 2011-01-31 , 2011-01-31 ,1.0,0.0,0.0,0.0, SP4 release 
41906.0, Bug , 2011-01-28 , 2011-02-21 , 2011-02-21 ,1.0,0.0,16.0,50.0, SP4 release 
42428.0, Bug , 2011-01-31 , 2011-02-01 , 2011-02-01 ,1.0,11.0,15.0,23.0, SP4 release 
42626.0, Bug , 2011-02-01 , 2011-02-01 , 2011-02-01 ,1.0,11.0,15.0,23.0, SP4 release 
42630.0, Bug , 2011-02-01 , 2011-02-01 , 2011-02-01 ,1.0,11.0,15.0,23.0, SP4 release 
42677.0, Bug , 2011-02-01 , 2011-02-02 , 2011-02-02 ,1.0,0.0,0.0,0.0, SP4 release 
42810.0, Bug , 2011-02-02 , 2011-02-02 , 2011-02-02 ,1.0,0.0,0.0,0.0, SP4 release 
43847.0, Bug , 2011-02-07 , 2011-02-08 , 2011-02-08 ,1.0,0.0,0.0,0.0, SP4 release 
43848.0, Bug , 2011-02-07 , 2011-02-08 , 2011-02-08 ,1.0,0.0,0.0,0.0, SP4 release 
43851.0, Bug , 2011-02-07 , 2011-02-09 , 2011-02-09 ,1.0,0.0,0.0,0.0, SP4 release 
43872.0, Bug , 2011-02-07 , 2011-02-07 , 2011-02-07 ,1.0,0.0,0.0,0.0, SP4 release 
44795.0, Bug , 2011-02-11 , 2011-02-15 , 2011-02-15 ,1.0,0.0,0.0,0.0, SP4 release 
44817.0, Bug , 2011-02-11 , 2011-02-14 , 2011-02-14 ,1.0,0.0,1.0,0.0, SP4 release 
44820.0, Bug , 2011-02-11 , 2011-02-14 , 2011-02-14 ,1.0,0.0,0.0,0.0, SP4 release 
45398.0, Bug , 2011-02-16 , 2011-02-18 , 2011-02-18 ,1.0,0.0,0.0,0.0, SP4 release 
45405.0, Bug , 2011-02-16 , 2011-02-16 , 2011-02-16 ,1.0,8.0,74.0,170.0, SP4 release 
45610.0, Bug , 2011-02-17 , 2011-02-18 , 2011-02-18 ,1.0,0.0,0.0,0.0, SP4 release 
46356.0, Bug , 2011-02-21 , 2011-04-15 , 2011-04-15 ,1.0,0.0,0.0,0.0, Xenon 
46386.0, Bug , 2011-02-21 , 2011-02-22 , 2011-02-22 ,1.0,27.0,7.0,12.0, SP4 release 
46514.0, Bug , 2011-02-22 , 2011-02-22 , 2011-02-22 ,1.0,0.0,3.0,4.0, SP4 release 
46602.0, Bug , 2011-02-22 , 2011-02-22 , 2011-02-22 ,1.0,0.0,0.0,0.0, SP4 release 
46627.0, Bug , 2011-02-22 , 2011-02-22 , 2011-02-22 ,1.0,0.0,0.0,0.0, SP4 release 
46758.0, Bug , 2011-02-23 , 2011-02-23 , 2011-02-23 ,1.0,0.0,1.0,0.0, SP4 release 
46964.0, Bug , 2011-02-24 , 2011-02-24 , 2011-02-24 ,1.0,0.0,0.0,0.0, SP4 release 
48241.0, Bug , 2011-03-02 , 2011-04-15 , 2011-04-15 ,1.0,0.0,0.0,0.0, Xenon 
48674.0, Bug , 2011-03-04 , 2011-03-07 , 2011-03-07 ,1.0,0.0,0.0,0.0, Argon 
52760.0, Bug , 2011-03-24 , 2011-03-25 , 2011-03-25 ,1.0,0.0,0.0,0.0, Argon 
54539.0, Bug , 2011-04-01 , 2011-04-07 , 2011-04-07 ,1.0,0.0,0.0,0.0, Xenon 
55021.0, Bug , 2011-04-04 , 2011-04-05 , 2011-04-05 ,1.0,0.0,0.0,0.0, Argon 
55563.0, Bug , 2011-04-06 , 2011-04-06 , 2011-04-06 ,1.0,0.0,13.0,26.0, Argon 
55567.0, Bug , 2011-04-06 , 2011-04-06 , 2011-04-06 ,1.0,0.0,1.0,9.0, Argon 
55572.0, Bug , 2011-04-06 , 2011-04-06 , 2011-04-06 ,1.0,0.0,4.0,14.0, Argon 
55574.0, Bug , 2011-04-06 , 2011-04-07 , 2011-04-07 ,1.0,1.0,12.0,127.0, Argon 
55581.0, Bug , 2011-04-06 , 2011-04-07 , 2011-04-07 ,1.0,0.0,0.0,0.0, Argon 
55583.0, Bug , 2011-04-06 , 2011-04-07 , 2011-04-07 ,1.0,0.0,4.0,14.0, Argon 
55781.0, Bug , 2011-04-07 , 2011-04-07 , 2011-04-07 ,1.0,0.0,1.0,0.0, Argon 
55786.0, Bug , 2011-04-07 , 2011-04-07 , 2011-04-07 ,1.0,0.0,1.0,0.0, Argon 
55824.0, Bug , 2011-04-07 , 2011-04-08 , 2011-04-08 ,1.0,0.0,0.0,0.0, Argon 
55967.0, Bug , 2011-04-08 , 2011-04-08 , 2011-04-08 ,1.0,0.0,0.0,0.0, Argon 
55991.0, Bug , 2011-04-08 , 2011-04-08 , 2011-04-08 ,1.0,0.0,0.0,0.0, SP4 release 
56913.0, Bug , 2011-04-14 , 2011-04-14 , 2011-04-14 ,1.0,0.0,4.0,20.0, ProArc 
56914.0, Bug , 2011-04-14 , 2011-04-14 , 2011-04-14 ,1.0,0.0,0.0,1.0, SP4 release 
56934.0, Bug , 2011-04-18 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
56935.0, Bug , 2011-04-18 , 2011-05-06 , 2011-05-06 ,1.0,0.0,0.0,0.0, Xenon 
57174.0, Bug , 2011-05-02 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
57318.0, Bug , 2011-05-09 , 2011-05-11 , 2011-05-11 ,1.0,0.0,0.0,0.0, SP4 release 
57326.0, Bug , 2011-05-09 , 2011-05-20 , 2011-05-20 ,1.0,0.0,3.0,0.0, Argon 
57327.0, Bug , 2011-05-09 , 2011-05-09 , 2011-05-09 ,1.0,0.0,0.0,0.0, Argon 
57371.0, Bug , 2011-05-09 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
57472.0, Bug , 2011-05-12 , 2011-05-23 , 2011-05-23 ,1.0,4.0,1.0,0.0, Argon 
57566.0, Bug , 2011-05-18 , 2011-05-18 , 2011-05-18 ,1.0,0.0,0.0,0.0, Argon 
57568.0, Bug , 2011-05-18 , 2011-05-18 , 2011-05-18 ,1.0,0.0,0.0,0.0, Argon 
57578.0, Bug , 2011-05-18 , 2011-05-18 , 2011-05-18 ,1.0,0.0,4.0,25.0, Argon 
57591.0, Bug , 2011-05-18 , 2011-05-18 , 2011-05-18 ,1.0,0.0,0.0,0.0, Argon 
57707.0, Bug , 2011-05-20 , 2011-05-23 , 2011-05-23 ,1.0,0.0,0.0,0.0, Argon 
57719.0, Bug , 2011-05-23 , 2011-05-23 , 2011-05-23 ,1.0,10.0,12.0,21.0, Argon 
57720.0, Bug , 2011-05-23 , 2011-05-23 , 2011-05-23 ,1.0,10.0,12.0,21.0, Argon 
57725.0, Bug , 2011-05-23 , 2011-05-23 , 2011-05-23 ,1.0,10.0,12.0,21.0, Argon 
57832.0, Bug , 2011-05-24 , 2011-05-25 , 2011-05-25 ,1.0,50.0,4.0,54.0, Argon 
57869.0, Bug , 2011-05-25 , 2011-05-26 , 2011-05-26 ,1.0,0.0,2.0,46.0, Argon 
57874.0, Bug , 2011-05-25 , 2011-05-27 , 2011-05-27 ,1.0,0.0,0.0,0.0, Argon 
57915.0, Bug , 2011-05-26 , 2011-05-26 , 2011-05-26 ,1.0,0.0,0.0,0.0, Argon 
57970.0, Bug , 2011-05-27 , 2011-05-30 , 2011-05-30 ,1.0,0.0,0.0,0.0, Argon 
57992.0, Bug , 2011-05-30 , 2011-06-01 , 2011-06-01 ,1.0,0.0,0.0,0.0, Argon 
58000.0, Bug , 2011-05-30 , 2011-09-26 , 2011-09-26 ,1.0,0.0,3.0,17.0, Argon 
58002.0, Bug , 2011-05-30 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
58063.0, Bug , 2011-05-31 , 2011-05-31 , 2011-05-31 ,1.0,0.0,0.0,2.0, Argon 
58067.0, Bug , 2011-05-31 , 2011-05-31 , 2011-05-31 ,1.0,2.0,12.0,184.0, SP4 release 
58069.0, Bug , 2011-05-31 , 2011-05-31 , 2011-05-31 ,1.0,0.0,0.0,0.0, SP4 release 
58074.0, Bug , 2011-05-31 , 2011-05-31 , 2011-05-31 ,1.0,0.0,0.0,0.0, SP4 release 
58079.0, Bug , 2011-05-31 , 2011-05-31 , 2011-05-31 ,1.0,0.0,0.0,1.0, ProArc 
58089.0, Bug , 2011-05-31 , 2011-06-01 , 2011-06-01 ,1.0,0.0,0.0,0.0, Argon 
58101.0, Bug , 2011-05-31 , 2011-06-02 , 2011-06-02 ,1.0,0.0,0.0,0.0, Argon 
58157.0, Bug , 2011-06-01 , 2011-06-03 , 2011-06-03 ,1.0,0.0,0.0,0.0, Argon 
58160.0, Bug , 2011-06-01 , 2011-06-01 , 2011-06-01 ,1.0,1.0,48.0,50.0, Argon 
58269.0, Bug , 2011-06-08 , 2011-06-08 , 2011-06-08 ,1.0,0.0,2.0,27.0, Argon 
58440.0, Bug , 2011-06-14 , 2011-06-15 , 2011-06-15 ,1.0,0.0,0.0,0.0, Argon 
58521.0, Bug , 2011-06-15 , 2011-06-15 , 2011-06-15 ,1.0,0.0,22.0,74.0, Argon 
58522.0, Bug , 2011-06-15 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
58544.0, Bug , 2011-06-16 , 2011-06-16 , 2011-06-16 ,1.0,23.0,22.0,66.0, Argon 
58758.0, Bug , 2011-06-20 , 2011-08-25 , 2011-08-25 ,1.0,0.0,0.0,0.0, Argon 
58769.0, Bug , 2011-06-20 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
58828.0, Bug , 2011-06-21 , 2012-01-19 , 2012-01-19 ,1.0,0.0,0.0,0.0, Argon 
58847.0, Bug , 2011-06-22 , 2011-06-22 , 2011-06-22 ,1.0,4.0,5.0,1.0, Argon 
58936.0, Bug , 2011-06-24 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
58961.0, Bug , 2011-06-24 , 2011-06-27 , 2011-06-27 ,1.0,0.0,0.0,0.0, Argon 
59091.0, Bug , 2011-06-29 , 2011-07-01 , 2011-07-01 ,1.0,0.0,0.0,0.0, Argon 
59112.0, Bug , 2011-06-30 , 2011-09-26 , 2011-09-26 ,1.0,0.0,0.0,0.0, Argon 
59173.0, Bug , 2011-07-04 , 2011-07-04 , 2011-07-04 ,1.0,0.0,0.0,0.0,  
59232.0, Bug , 2011-07-06 , 2011-07-06 , 2011-07-06 ,1.0,0.0,0.0,0.0, Argon 
59323.0, Bug , 2011-07-11 , 2011-07-11 , 2011-07-11 ,1.0,0.0,9.0,9.0, Argon 
59324.0, Bug , 2011-07-11 , 2011-07-11 , 2011-07-11 ,1.0,0.0,0.0,0.0, Argon 
59332.0, Bug , 2011-07-11 , 2011-07-11 , 2011-07-11 ,1.0,4.0,14.0,17.0, Argon 
59355.0, Bug , 2011-07-12 , 2011-07-12 , 2011-07-12 ,1.0,5.0,4.0,2.0, Argon 
59390.0, Bug , 2011-07-13 , 2011-07-13 , 2011-07-13 ,1.0,0.0,0.0,0.0, Argon 
59503.0, Bug , 2011-07-19 , 2011-07-19 , 2011-07-19 ,1.0,0.0,0.0,0.0, Argon 
59545.0, Bug , 2011-07-22 , 2011-07-27 , 2011-07-27 ,1.0,0.0,0.0,0.0,  
59840.0, Bug , 2011-08-16 , 2011-08-16 , 2011-08-16 ,1.0,0.0,0.0,0.0, Argon 
59964.0, Bug , 2011-08-22 , 2013-03-22 , 2013-03-22 ,1.0,0.0,0.0,0.0, ProArc 
60090.0, Bug , 2011-08-25 , 2011-09-28 , 2011-09-28 ,1.0,0.0,0.0,0.0, Argon 
60095.0, Bug , 2011-08-25 , 2012-01-24 , 2012-01-24 ,1.0,0.0,0.0,0.0, Argon 
60160.0, Bug , 2011-08-29 , 2012-08-02 , 2012-08-02 ,1.0,0.0,0.0,0.0, Xenon 
60192.0, Bug , 2011-08-30 , 2011-09-27 , 2011-09-27 ,1.0,0.0,0.0,0.0, ProArc 
60372.0, Bug , 2011-09-06 , 2011-09-08 , 2011-09-08 ,1.0,0.0,0.0,0.0, Argon 
60498.0, Bug , 2011-09-09 , 2011-09-10 , 2011-09-10 ,1.0,39.0,33.0,13.0, Argon 
60535.0, Bug , 2011-09-11 , 2011-10-04 , 2011-10-04 ,1.0,1054.0,205.0,1632.0, Argon 
60562.0, Bug , 2011-09-12 , 2013-04-08 , 2013-04-08 ,1.0,0.0,0.0,0.0, ProArc 
60563.0, Bug , 2011-09-12 , 2013-04-03 , 2013-04-03 ,1.0,0.0,0.0,0.0, ProArc 
60584.0, Bug , 2011-09-12 , 2011-09-13 , 2011-09-13 ,1.0,0.0,3.0,0.0, ProArc 
60707.0, Bug , 2011-09-15 , 2011-09-16 , 2011-09-16 ,1.0,0.0,0.0,0.0,  
60745.0, Bug , 2011-09-18 , 2011-09-19 , 2011-09-19 ,1.0,0.0,22.0,0.0, Argon 
60798.0, Bug , 2011-09-19 , 2011-09-20 , 2011-09-20 ,1.0,0.0,0.0,0.0,  
60801.0, Bug , 2011-09-19 , 2011-09-19 , 2011-09-19 ,1.0,0.0,1.0,0.0, Argon 
60905.0, Bug , 2011-09-22 , 2011-09-23 , 2011-09-23 ,1.0,0.0,0.0,0.0, Argon 
60912.0, Bug , 2011-09-22 , 2011-09-22 , 2011-09-22 ,1.0,0.0,0.0,0.0, Argon 
60949.0, Bug , 2011-09-26 , 2012-04-13 , 2012-04-13 ,1.0,0.0,0.0,0.0, Argon 
61102.0, Bug , 2011-09-29 , 2011-11-10 , 2011-11-10 ,1.0,0.0,0.0,0.0, Argon 
61130.0, Bug , 2011-09-30 , 2011-10-11 , 2011-10-11 ,1.0,1.0,0.0,1.0, Argon 
61596.0, Bug , 2011-10-18 , 2011-10-18 , 2011-10-18 ,1.0,0.0,0.0,3.0, Argon 
61668.0, Bug , 2011-10-20 , 2011-10-20 , 2011-10-20 ,1.0,0.0,0.0,0.0,  
61675.0, Bug , 2011-10-20 , 2011-10-20 , 2011-10-20 ,1.0,0.0,0.0,0.0, Argon 
61785.0, Bug , 2011-10-24 , 2012-02-09 , 2012-02-09 ,1.0,0.0,0.0,82.0, Argon 
61823.0, Bug , 2011-10-25 , 2011-11-10 , 2011-11-10 ,1.0,0.0,4.0,1.0, Argon 
61990.0, Bug , 2011-11-01 , 2011-11-02 , 2011-11-02 ,1.0,0.0,0.0,0.0, Argon 
62446.0, Bug , 2011-11-11 , 2012-01-23 , 2012-01-23 ,1.0,0.0,16.0,127.0, Xenon 
62448.0, Bug , 2011-11-11 , 2011-12-19 , 2011-12-19 ,1.0,0.0,32.0,250.0, Xenon 
62668.0, Bug , 2011-11-18 , 2011-11-23 , 2011-11-23 ,1.0,1.0,1.0,1.0, Xenon 
62738.0, Bug , 2011-11-21 , 2011-11-28 , 2011-11-28 ,1.0,0.0,0.0,0.0, Argon 
62739.0, Bug , 2011-11-21 , 2011-11-28 , 2011-11-28 ,1.0,0.0,0.0,0.0, Argon 
62872.0, Bug , 2011-11-23 , 2012-01-23 , 2012-01-23 ,1.0,0.0,0.0,0.0, Xenon 
62972.0, Bug , 2011-11-28 , 2012-01-17 , 2012-01-17 ,1.0,0.0,0.0,0.0, Argon 
63042.0, Bug , 2011-11-29 , 2012-02-23 , 2012-02-23 ,1.0,0.0,0.0,0.0, Argon 
63051.0, Bug , 2011-11-30 , 2011-12-02 , 2011-12-02 ,1.0,0.0,0.0,0.0, Xenon 
63326.0, Bug , 2011-12-08 , 2011-12-12 , 2011-12-12 ,1.0,0.0,0.0,0.0, Argon 
63327.0, Bug , 2011-12-08 , 2011-12-12 , 2011-12-12 ,1.0,0.0,0.0,0.0, Argon 
63345.0, Bug , 2011-12-09 , 2011-12-09 , 2011-12-09 ,1.0,0.0,0.0,0.0,  
63423.0, Bug , 2011-12-12 , 2012-01-24 , 2012-01-24 ,1.0,0.0,0.0,0.0, Argon 
63696.0, Bug , 2011-12-21 , 2011-12-22 , 2011-12-22 ,1.0,0.0,0.0,0.0, Argon 
63709.0, Bug , 2011-12-22 , 2011-12-22 , 2011-12-22 ,1.0,0.0,0.0,0.0, Argon 
63794.0, Bug , 2011-12-29 , 2011-12-30 , 2011-12-30 ,1.0,0.0,0.0,0.0, Argon 
63795.0, Bug , 2011-12-29 , 2012-01-02 , 2012-01-02 ,1.0,0.0,0.0,0.0, Argon 
