360,4-2011,1554,92,16.891304347826086
360,3-2010,1315,13,101.15384615384616
360,1-2011,0,40,0.0
360,2-2011,24440,88,277.72727272727275
360,3-2011,0,1,0.0
360,1-2012,2429,105,23.133333333333333
360,2-2012,2307,132,17.477272727272727
360,3-2012,39,75,0.52
360,4-2012,1243,114,10.903508771929825
