723
Frontend,1,20-09-2010,2010-3,Kanban,1
Frontend,2,16-09-2010,2010-3,Kanban,11
Frontend,3,21-09-2010,2010-3,Kanban,19
Frontend,2,08-10-2010,2010-4,Kanban,24
Frontend,3,15-09-2010,2010-3,Kanban,24
Frontend,1,22-09-2010,2010-3,Kanban,16
Frontend,2,23-09-2010,2010-3,Kanban,20
Frontend,2,14-10-2010,2010-4,Kanban,13
Frontend,6,02-12-2011,2011-4,Kanban,12
Frontend,1,07-09-2010,2010-3,Kanban,1
Frontend,1,08-09-2010,2010-3,Kanban,10
Frontend,6,28-09-2010,2010-3,Kanban,30
Frontend,1,10-09-2010,2010-3,Kanban,6
Frontend,1,13-09-2010,2010-3,Kanban,8
Frontend,2,17-09-2010,2010-3,Kanban,16
Frontend,1,07-10-2010,2010-4,Kanban,19
Frontend,1,27-09-2010,2010-3,Kanban,4
Frontend,2,29-09-2010,2010-3,Kanban,8
Frontend,3,30-09-2010,2010-3,Kanban,24
Frontend,2,01-10-2010,2010-4,Kanban,11
Frontend,2,17-01-2011,2011-1,Kanban,20
Frontend,2,04-10-2010,2010-4,Kanban,6
Frontend,1,06-10-2010,2010-4,Kanban,2
Frontend,2,28-10-2010,2010-4,Kanban,18
Frontend,1,12-10-2010,2010-4,Kanban,7
Frontend,1,11-10-2010,2010-4,Kanban,7
Frontend,3,19-10-2010,2010-4,Kanban,10
Frontend,1,11-11-2010,2010-4,Kanban,6
Frontend,3,15-11-2010,2010-4,Kanban,12
Frontend,2,21-10-2010,2010-4,Kanban,21
Frontend,2,20-10-2010,2010-4,Kanban,34
Frontend,2,30-11-2010,2010-4,Kanban,5
Frontend,4,25-10-2010,2010-4,Kanban,8
Frontend,2,27-10-2010,2010-4,Kanban,9
Frontend,2,01-11-2010,2010-4,Kanban,2
Frontend,1,22-10-2010,2010-4,Kanban,17
Frontend,1,26-10-2010,2010-4,Kanban,2
Frontend,1,08-12-2010,2010-4,Kanban,28
Frontend,2,29-10-2010,2010-4,Kanban,2
Frontend,3,08-11-2010,2010-4,Kanban,4
Frontend,6,04-11-2010,2010-4,Kanban,19
Frontend,1,02-11-2010,2010-4,Kanban,3
Frontend,2,22-11-2010,2010-4,Kanban,2
Frontend,1,03-11-2010,2010-4,Kanban,9
Frontend,3,10-11-2010,2010-4,Kanban,26
Frontend,8,09-11-2010,2010-4,Kanban,19
Frontend,2,23-11-2010,2010-4,Kanban,3
Frontend,1,17-11-2010,2010-4,Kanban,6
Frontend,2,07-12-2010,2010-4,Kanban,68
Frontend,1,12-11-2010,2010-4,Kanban,5
Frontend,2,19-11-2010,2010-4,Kanban,9
Frontend,1,18-11-2010,2010-4,Kanban,5
Frontend,2,06-12-2010,2010-4,Kanban,34
Frontend,1,24-11-2010,2010-4,Kanban,9
Frontend,1,01-12-2010,2010-4,Kanban,2
Frontend,2,09-12-2010,2010-4,Kanban,14
Frontend,1,13-12-2010,2010-4,Kanban,23
Frontend,1,16-12-2010,2010-4,Kanban,6
Frontend,3,12-07-2011,2011-3,Kanban,6
Frontend,2,31-05-2011,2011-2,Kanban,85
Frontend,2,07-07-2011,2011-3,Kanban,4
Frontend,2,17-10-2012,2012-4,Kanban,62
Frontend,2,03-01-2011,2011-1,Kanban,9
Frontend,1,05-01-2011,2011-1,Kanban,2
Frontend,1,06-01-2011,2011-1,Kanban,1
Frontend,2,04-01-2011,2011-1,Kanban,8
Frontend,1,11-01-2011,2011-1,Kanban,11
Frontend,2,10-01-2011,2011-1,Kanban,3
Frontend,2,18-01-2011,2011-1,Kanban,166
Frontend,1,24-01-2011,2011-1,Kanban,2
Frontend,1,23-03-2011,2011-1,Kanban,2
Frontend,2,05-11-2011,2011-4,Kanban,435
Frontend,1,07-03-2011,2011-1,Kanban,8
Frontend,1,04-03-2011,2011-1,Kanban,1
Frontend,3,10-05-2011,2011-2,Kanban,55
Frontend,1,09-03-2011,2011-1,Kanban,78
Frontend,1,08-03-2011,2011-1,Kanban,16
Frontend,2,18-10-2011,2011-4,Kanban,49
Frontend,1,28-03-2011,2011-1,Kanban,3
Frontend,5,06-04-2011,2011-2,Kanban,250
Frontend,1,18-03-2011,2011-1,Kanban,10
Frontend,2,20-03-2011,2011-1,Kanban,59
Frontend,6,12-03-2012,2012-1,Kanban,72
Frontend,1,13-04-2011,2011-2,Kanban,43
Frontend,1,27-04-2011,2011-2,Kanban,4
Frontend,1,31-03-2011,2011-1,Kanban,4
Frontend,1,05-04-2011,2011-2,Kanban,26
Frontend,1,08-04-2011,2011-2,Kanban,49
Frontend,1,26-04-2011,2011-2,Kanban,5
Frontend,1,04-05-2011,2011-2,Kanban,23
Frontend,2,23-05-2011,2011-2,Kanban,27
Frontend,2,13-05-2011,2011-2,Kanban,25
Frontend,3,06-06-2011,2011-2,Kanban,8
Frontend,2,16-05-2011,2011-2,Kanban,16
Frontend,1,07-06-2011,2011-2,Kanban,11
Frontend,1,20-05-2011,2011-2,Kanban,10
Frontend,3,25-05-2011,2011-2,Kanban,19
Frontend,10,15-06-2011,2011-2,Kanban,12
Frontend,4,26-05-2011,2011-2,Kanban,56
Frontend,2,24-05-2011,2011-2,Kanban,4
Frontend,1,27-11-2012,2012-4,Kanban,9
Frontend,1,01-06-2011,2011-2,Kanban,9
Frontend,4,30-05-2011,2011-2, Kanban,31
Frontend,1,27-05-2011,2011-2, Kanban,1
Frontend,7,16-06-2011,2011-2, Kanban,33
Frontend,2,10-06-2011,2011-2, Kanban,34
Frontend,1,14-06-2011,2011-2, Kanban,1
Frontend,1,11-06-2011,2011-2, Kanban,3
Frontend,1,09-06-2011,2011-2, Kanban,15
Frontend,1,13-06-2011,2011-2, Kanban,7
Frontend,1,29-07-2011,2011-3, Kanban,6
Frontend,8,27-07-2011,2011-3, Kanban,19
Frontend,3,20-06-2011,2011-2, Kanban,20
Frontend,6,30-06-2011,2011-2, Kanban,6
Frontend,7,17-06-2011,2011-2, Kanban,19
Frontend,1,23-06-2011,2011-2, Kanban,1
Frontend,2,24-06-2011,2011-2, Kanban,30
Frontend,1,27-06-2011,2011-2, Kanban,2
Frontend,3,29-06-2011,2011-2, Kanban,39
Frontend,1,06-07-2011,2011-3, Kanban,3
Frontend,1,25-07-2011,2011-3, Kanban,8
Frontend,1,13-07-2011,2011-3, Kanban,8
Frontend,2,21-07-2011,2011-3, Kanban,10
Frontend,4,12-08-2011,2011-3, Kanban,38
Frontend,6,01-08-2011,2011-3, Kanban,39
Frontend,1,02-08-2011,2011-3, Kanban,21
Frontend,2,09-08-2011,2011-3, Kanban,27
Frontend,1,08-08-2011,2011-3, Kanban,2
Frontend,2,20-07-2011,2011-3, Kanban,14
Frontend,1,15-07-2011,2011-3, Kanban,5
Frontend,3,28-07-2011,2011-3, Kanban,4
Frontend,1,26-07-2011,2011-3, Kanban,2
Frontend,3,05-08-2011,2011-3, Kanban,12
Frontend,2,02-09-2011,2011-3, Kanban,14
Frontend,1,23-08-2011,2011-3, Kanban,3
Frontend,1,26-08-2011,2011-3, Kanban,11
Frontend,7,10-10-2011,2011-4, Kanban,43
Frontend,1,29-08-2011,2011-3, Kanban,37
Frontend,3,06-09-2011,2011-3, Kanban,15
Frontend,1,08-09-2011,2011-3, Kanban,7
Frontend,1,31-08-2011,2011-3, Kanban,34
Frontend,2,30-09-2011,2011-3, Kanban,12
Frontend,4,07-09-2011,2011-3, Kanban,8
Frontend,3,11-10-2011,2011-4, Kanban,37
Frontend,1,09-09-2011,2011-3, Kanban,3
Frontend,5,21-09-2011,2011-3, Kanban,10
Frontend,4,12-09-2011,2011-3, Kanban,37
Frontend,1,15-09-2011,2011-3, Kanban,27
Frontend,1,19-09-2011,2011-3, Kanban,3
Frontend,2,20-09-2011,2011-3, Kanban,5
Frontend,2,12-10-2011,2011-4, Kanban,15
Frontend,3,22-09-2011,2011-3, Kanban,44
Frontend,1,23-09-2011,2011-3, Kanban,18
Frontend,1,26-09-2011,2011-3, Kanban,9
Frontend,2,28-09-2011,2011-3, Kanban,28
Frontend,3,27-09-2011,2011-3, Kanban,28
Frontend,4,03-10-2011,2011-4, Kanban,36
Frontend,1,05-10-2011,2011-4, Kanban,10
Frontend,1,06-10-2011,2011-4, Kanban,8
Frontend,4,14-10-2011,2011-4, Kanban,42
Frontend,2,13-10-2011,2011-4, Kanban,12
Frontend,1,17-10-2011,2011-4, Kanban,24
Frontend,1,24-10-2011,2011-4, Kanban,15
Frontend,6,21-10-2011,2011-4, Kanban,46
Frontend,7,07-11-2011,2011-4, Kanban,52
Frontend,3,20-10-2011,2011-4, Kanban,41
Frontend,14,03-11-2011,2011-4, Kanban,18
Frontend,4,04-11-2011,2011-4, Kanban,6
Frontend,1,02-11-2011,2011-4, Kanban,8
Frontend,9,01-03-2012,2012-1, Kanban,35
Frontend,4,19-10-2011,2011-4, Kanban,7
Frontend,1,31-10-2011,2011-4, Kanban,8
Frontend,1,25-10-2011,2011-4, Kanban,9
Frontend,2,01-11-2011,2011-4, Kanban,2
Frontend,2,08-11-2011,2011-4, Kanban,4
Frontend,6,24-01-2012,2012-1, Kanban,31
Frontend,1,14-11-2011,2011-4, Kanban,18
Frontend,1,15-11-2011,2011-4, Kanban,16
Frontend,1,23-11-2011,2011-4, Kanban,9
Frontend,2,19-09-2012,2012-3, Kanban,68
Frontend,1,21-11-2011,2011-4, Kanban,24
Frontend,1,24-11-2011,2011-4, Kanban,8
Frontend,1,25-11-2011,2011-4, Kanban,7
Frontend,2,29-11-2011,2011-4, Kanban,28
Frontend,1,14-12-2011,2011-4, Kanban,1
Frontend,1,01-12-2011,2011-4, Kanban,4
Frontend,9,27-01-2012,2012-1, Kanban,58
Frontend,2,06-12-2011,2011-4, Kanban,14
Frontend,3,09-12-2011,2011-4, Kanban,32
Frontend,1,05-12-2011,2011-4, Kanban,5
Frontend,3,20-02-2012,2012-1, Kanban,36
Frontend,2,13-12-2011,2011-4, Kanban,14
Frontend,9,02-02-2012,2012-1, Kanban,33
Frontend,2,19-12-2011,2011-4, Kanban,26
Frontend,1,20-12-2011,2011-4, Kanban,21
Frontend,2,10-01-2012,2012-1, Kanban,15
Frontend,2,22-12-2011,2011-4, Kanban,40
Frontend,1,22-10-2012,2012-4, Kanban,5
Frontend,2,12-01-2012,2012-1, Kanban,10
Frontend,5,16-01-2012,2012-1, Kanban,13
Frontend,4,19-01-2012,2012-1, Kanban,48
Frontend,5,17-01-2012,2012-1, Kanban,27
Frontend,3,25-01-2012,2012-1, Kanban,25
Frontend,5,20-01-2012,2012-1, Kanban,28
Frontend,3,30-01-2012,2012-1, Kanban,9
Frontend,5,03-02-2012,2012-1, Kanban,17
Frontend,7,06-02-2012,2012-1, Kanban,74
Frontend,2,18-01-2012,2012-1, Kanban,7
Frontend,3,23-01-2012,2012-1, Kanban,14
Frontend,10,24-02-2012,2012-1, Kanban,140
Frontend,3,10-02-2012,2012-1, Kanban,39
Frontend,1,08-02-2012,2012-1, Kanban,29
Frontend,1,31-01-2012,2012-1, Kanban,4
Frontend,5,29-02-2012,2012-1, Kanban,27
Frontend,1,07-02-2012,2012-1, Kanban,8
Frontend,2,08-03-2012,2012-1, Kanban,23
Frontend,1,09-04-2012,2012-2, Kanban,5
Frontend,5,11-04-2012,2012-2, Kanban,15
Frontend,1,13-02-2012,2012-1, Kanban,14
Frontend,1,22-02-2012,2012-1, Kanban,13
Frontend,4,07-03-2012,2012-1, Kanban,31
Frontend,1,23-02-2012,2012-1, Kanban,11
Frontend,2,02-03-2012,2012-1, Kanban,14
Frontend,2,05-03-2012,2012-1, Kanban,9
Frontend,1,26-06-2012,2012-2, Kanban,2
Frontend,7,19-06-2012,2012-2, Kanban,54
Frontend,1,21-03-2012,2012-1, Kanban,23
Frontend,6,13-03-2012,2012-1, Kanban,55
Frontend,1,06-03-2012,2012-1, Kanban,4
Frontend,1,13-04-2012,2012-2, Kanban,4
Frontend,4,09-03-2012,2012-1, Kanban,87
Frontend,1,22-03-2012,2012-1, Kanban,22
Frontend,3,14-05-2012,2012-2, Kanban,76
Frontend,2,14-03-2012,2012-1, Kanban,51
Frontend,1,26-03-2012,2012-1, Kanban,19
Frontend,1,19-03-2012,2012-1, Kanban,42
Frontend,1,28-06-2012,2012-2, Kanban,16
Frontend,2,12-04-2012,2012-2, Kanban,69
Frontend,1,27-03-2012,2012-1, Kanban,16
Frontend,1,29-03-2012,2012-1, Kanban,29
Frontend,1,27-04-2012,2012-2, Kanban,22
Frontend,2,25-04-2012,2012-2, Kanban,45
Frontend,1,10-05-2012,2012-2, Kanban,1
Frontend,2,29-06-2012,2012-2, Kanban,16
Frontend,1,29-11-2012,2012-4, Kanban,5
Frontend,1,19-04-2012,2012-2, Kanban,8
Frontend,2,07-05-2012,2012-2, Kanban,6
Frontend,2,21-05-2012,2012-2, Kanban,48
Frontend,1,09-05-2012,2012-2, Kanban,1
Frontend,1,04-05-2012,2012-2, Kanban,6
Frontend,1,08-05-2012,2012-2, Kanban,16
Frontend,1,05-07-2012,2012-3, Kanban,1
Frontend,2,28-05-2012,2012-2, Kanban,39
Frontend,1,15-05-2012,2012-2, Kanban,9
Frontend,3,23-05-2012,2012-2, Kanban,45
Frontend,1,01-06-2012,2012-2, Kanban,98
Frontend,1,22-05-2012,2012-2, Kanban,30
Frontend,1,18-07-2012,2012-3, Kanban,52
Frontend,1,07-06-2012,2012-2, Kanban,4
Frontend,1,26-07-2012,2012-3, Kanban,44
Frontend,2,20-08-2012,2012-3, Kanban,50
Frontend,4,27-09-2012,2012-3, Kanban,22
Frontend,1,14-06-2012,2012-2, Kanban,3
Frontend,2,12-06-2012,2012-2, Kanban,19
Frontend,5,18-06-2012,2012-2, Kanban,56
Frontend,4,24-09-2012,2012-3, Kanban,56
Frontend,1,02-07-2012,2012-3, Kanban,66
Frontend,3,16-10-2012,2012-4, Kanban,5
Frontend,2,20-06-2012,2012-2, Kanban,42
Frontend,2,10-07-2012,2012-3, Kanban,2
Frontend,1,25-06-2012,2012-2, Kanban,18
Frontend,1,19-10-2012,2012-4, Kanban,1
Frontend,1,11-07-2012,2012-3, Kanban,50
Frontend,1,08-08-2012,2012-3, Kanban,5
Frontend,1,16-08-2012,2012-3, Kanban,26
Frontend,2,22-08-2012,2012-3, Kanban,23
Frontend,1,10-08-2012,2012-3, Kanban,36
Frontend,1,24-08-2012,2012-3, Kanban,5
Frontend,4,05-09-2012,2012-3, Kanban,48
Frontend,2,06-09-2012,2012-3, Kanban,18
Frontend,2,25-09-2012,2012-3, Kanban,16
Frontend,4,31-08-2012,2012-3, Kanban,67
Frontend,1,10-09-2012,2012-3, Kanban,21
Frontend,6,13-09-2012,2012-3, Kanban,72
Frontend,1,07-09-2012,2012-3, Kanban,20
Frontend,1,11-09-2012,2012-3, Kanban,13
Frontend,2,18-09-2012,2012-3, Kanban,14
Frontend,1,14-09-2012,2012-3, Kanban,7
Frontend,1,12-09-2012,2012-3, Kanban,2
Frontend,2,17-09-2012,2012-3, Kanban,11
Frontend,1,01-11-2012,2012-4, Kanban,7
Frontend,2,02-10-2012,2012-4, Kanban,6
Frontend,1,22-11-2012,2012-4, Kanban,14
Frontend,3,26-09-2012,2012-3, Kanban,19
Frontend,1,21-09-2012,2012-3, Kanban,5
Frontend,10,05-10-2012,2012-4, Kanban,37
Frontend,8,28-09-2012,2012-3, Kanban,46
Frontend,3,04-10-2012,2012-4, Kanban,14
Frontend,1,23-11-2012,2012-4, Kanban,1
Frontend,5,18-10-2012,2012-4, Kanban,28
Frontend,1,30-11-2012,2012-4, Kanban,12
Frontend,1,03-10-2012,2012-4, Kanban,5
Frontend,2,11-10-2012,2012-4, Kanban,14
Frontend,2,08-10-2012,2012-4, Kanban,6
Frontend,3,02-11-2012,2012-4, Kanban,15
Frontend,6,09-10-2012,2012-4, Kanban,19
Frontend,1,10-10-2012,2012-4, Kanban,9
Frontend,1,23-10-2012,2012-4, Kanban,1
Frontend,1,25-10-2012,2012-4, Kanban,35
