660
360,5,06-11-2011,2011-4,Kanban,98
360,4,06-09-2010,2010-3,Kanban,67
360,4,31-08-2010,2010-3,Kanban,24
360,2,27-08-2010,2010-3,Kanban,8
360,2,25-08-2010,2010-3,Kanban,13
360,1,30-08-2010,2010-3,Kanban,3
360,2,09-02-2011,2011-1,Kanban,4
360,6,08-02-2011,2011-1,Kanban,47
360,13,02-02-2011,2011-1,Kanban,74
360,8,04-02-2011,2011-1,Kanban,48
360,6,03-02-2011,2011-1,Kanban,35
360,4,07-02-2011,2011-1,Kanban,49
360,1,14-04-2011,2011-2,Kanban,12
360,2,19-04-2011,2011-2,Kanban,10
360,6,25-04-2011,2011-2,Kanban,17
360,4,15-04-2011,2011-2,Kanban,16
360,4,18-04-2011,2011-2,Kanban,22
360,6,26-04-2011,2011-2,Kanban,211
360,5,20-04-2011,2011-2,Kanban,21
360,1,01-04-2011,2011-2,Kanban,7
360,4,27-04-2011,2011-2,Kanban,7
360,1,25-03-2011,2011-1,Kanban,15
360,3,21-04-2011,2011-2,Kanban,15
360,4,05-04-2011,2011-2,Kanban,20
360,2,13-04-2011,2011-2,Kanban,12
360,3,04-04-2011,2011-2,Kanban,17
360,4,07-04-2011,2011-2,Kanban,32
360,4,28-04-2011,2011-2,Kanban,11
360,3,06-04-2011,2011-2,Kanban,9
360,3,12-04-2011,2011-2,Kanban,15
360,1,29-04-2011,2011-2,Kanban,1
360,3,02-05-2011,2011-2,Kanban,8
360,1,01-05-2011,2011-2,Kanban,3
360,8,04-05-2011,2011-2,Kanban,10
360,5,05-05-2011,2011-2,Kanban,7
360,1,03-05-2011,2011-2,Kanban,1
360,7,14-06-2011,2011-2, Kanban,23
360,2,15-06-2011,2011-2, Kanban,4
360,1,26-09-2011,2011-3, Kanban,1
360,1,16-06-2011,2011-2, Kanban,2
360,2,20-10-2011,2011-4, Kanban,23
360,15,28-10-2011,2011-4, Kanban,78
360,7,02-11-2011,2011-4, Kanban,17
360,3,21-10-2011,2011-4, Kanban,9
360,12,26-10-2011,2011-4, Kanban,80
360,2,27-10-2011,2011-4, Kanban,6
360,4,19-10-2011,2011-4, Kanban,18
360,4,03-11-2011,2011-4, Kanban,7
360,3,31-10-2011,2011-4, Kanban,12
360,2,24-10-2011,2011-4, Kanban,17
360,3,18-10-2011,2011-4, Kanban,32
360,18,05-11-2011,2011-4, Kanban,37
360,7,04-11-2011,2011-4, Kanban,16
360,7,17-01-2012,2012-1, Kanban,20
360,5,07-11-2011,2011-4, Kanban,9
360,10,25-01-2012,2012-1, Kanban,40
360,1,07-05-2012,2012-2, Kanban,3
360,7,23-01-2012,2012-1, Kanban,16
360,14,30-01-2012,2012-1, Kanban,45
360,7,27-01-2012,2012-1, Kanban,18
360,6,24-01-2012,2012-1, Kanban,17
360,12,31-01-2012,2012-1, Kanban,27
360,4,18-01-2012,2012-1, Kanban,12
360,10,16-01-2012,2012-1, Kanban,24
360,6,01-02-2012,2012-1, Kanban,10
360,4,26-01-2012,2012-1, Kanban,27
360,7,19-01-2012,2012-1, Kanban,25
360,5,20-01-2012,2012-1, Kanban,24
360,4,02-02-2012,2012-1, Kanban,19
360,1,15-02-2012,2012-1, Kanban,1
360,1,28-03-2012,2012-1, Kanban,1
360,9,20-06-2012,2012-2, Kanban,25
360,13,15-06-2012,2012-2, Kanban,33
360,14,18-06-2012,2012-2, Kanban,50
360,12,19-06-2012,2012-2, Kanban,34
360,2,16-06-2012,2012-2, Kanban,7
360,7,27-06-2012,2012-2, Kanban,11
360,9,26-06-2012,2012-2, Kanban,18
360,23,25-06-2012,2012-2, Kanban,115
360,6,21-06-2012,2012-2, Kanban,28
360,11,28-06-2012,2012-2, Kanban,87
360,15,29-06-2012,2012-2, Kanban,21
360,10,22-06-2012,2012-2, Kanban,27
360,12,02-07-2012,2012-3, Kanban,19
360,9,03-07-2012,2012-3, Kanban,11
360,10,17-09-2012,2012-3, Kanban,49
360,5,05-09-2012,2012-3, Kanban,17
360,4,07-08-2012,2012-3, Kanban,80
360,3,22-08-2012,2012-3, Kanban,55
360,4,06-08-2012,2012-3, Kanban,150
360,2,08-08-2012,2012-3, Kanban,127
360,2,03-09-2012,2012-3, Kanban,30
360,1,10-08-2012,2012-3, Kanban,14
360,2,27-08-2012,2012-3, Kanban,22
360,1,14-08-2012,2012-3, Kanban,16
360,1,18-09-2012,2012-3, Kanban,1
360,1,31-08-2012,2012-3, Kanban,18
360,8,26-09-2012,2012-3, Kanban,8
360,1,28-08-2012,2012-3, Kanban,21
360,1,23-08-2012,2012-3, Kanban,1
360,1,27-09-2012,2012-3, Kanban,1
360,21,12-12-2012,2012-4, Kanban,42
360,9,20-12-2012,2012-4, Kanban,34
360,2,24-08-2012,2012-3, Kanban,19
360,1,30-08-2012,2012-3, Kanban,7
360,1,13-09-2012,2012-3, Kanban,1
360,3,19-09-2012,2012-3, Kanban,9
360,1,12-10-2012,2012-4, Kanban,1
360,7,19-12-2012,2012-4, Kanban,40
360,12,18-12-2012,2012-4, Kanban,58
360,1,20-11-2012,2012-4, Kanban,1
360,1,29-11-2012,2012-4, Kanban,1
360,12,13-12-2012,2012-4, Kanban,33
360,15,14-12-2012,2012-4, Kanban,59
360,17,17-12-2012,2012-4, Kanban,116
360,6,21-12-2012,2012-4, Kanban,10
360,7,24-12-2012,2012-4, Kanban,15
360,1,26-12-2012,2012-4, Kanban,2
360,4,27-12-2012,2012-4, Kanban,16
