Frontend,1,08-09-2010,9,2010-3,Kanban
Frontend,1,16-09-2010,9,2010-3,Kanban
Frontend,1,18-09-2010,9,2010-3,Kanban
Frontend,4,20-09-2010,9,2010-3,Kanban
Frontend,2,21-09-2010,9,2010-3,Kanban
Frontend,1,22-09-2010,9,2010-3,Kanban
Frontend,1,23-09-2010,9,2010-3,Kanban
Frontend,1,24-09-2010,9,2010-3,Kanban
Frontend,1,28-09-2010,9,2010-3,Kanban
Frontend,9,29-09-2010,9,2010-3,Kanban
Frontend,3,30-09-2010,9,2010-3,Kanban
Frontend,2,01-10-2010,10,2010-4,Kanban
Frontend,4,05-10-2010,10,2010-4,Kanban
Frontend,5,06-10-2010,10,2010-4,Kanban
Frontend,9,07-10-2010,10,2010-4,Kanban
Frontend,4,08-10-2010,10,2010-4,Kanban
Frontend,4,12-10-2010,10,2010-4,Kanban
Frontend,1,14-10-2010,10,2010-4,Kanban
Frontend,2,15-10-2010,10,2010-4,Kanban
Frontend,1,18-10-2010,10,2010-4,Kanban
Frontend,1,19-10-2010,10,2010-4,Kanban
Frontend,5,20-10-2010,10,2010-4,Kanban
Frontend,2,21-10-2010,10,2010-4,Kanban
Frontend,2,22-10-2010,10,2010-4,Kanban
Frontend,1,25-10-2010,10,2010-4,Kanban
Frontend,7,26-10-2010,10,2010-4,Kanban
Frontend,2,27-10-2010,10,2010-4,Kanban
Frontend,2,28-10-2010,10,2010-4,Kanban
Frontend,4,29-10-2010,10,2010-4,Kanban
Frontend,4,30-10-2010,10,2010-4,Kanban
Frontend,4,02-11-2010,11,2010-4,Kanban
Frontend,2,03-11-2010,11,2010-4,Kanban
Frontend,2,04-11-2010,11,2010-4,Kanban
Frontend,5,05-11-2010,11,2010-4,Kanban
Frontend,2,08-11-2010,11,2010-4,Kanban
Frontend,4,09-11-2010,11,2010-4,Kanban
Frontend,7,10-11-2010,11,2010-4,Kanban
Frontend,2,11-11-2010,11,2010-4,Kanban
Frontend,3,12-11-2010,11,2010-4,Kanban
Frontend,1,13-11-2010,11,2010-4,Kanban
Frontend,1,15-11-2010,11,2010-4,Kanban
Frontend,1,16-11-2010,11,2010-4,Kanban
Frontend,3,17-11-2010,11,2010-4,Kanban
Frontend,3,18-11-2010,11,2010-4,Kanban
Frontend,4,20-11-2010,11,2010-4,Kanban
Frontend,6,23-11-2010,11,2010-4,Kanban
Frontend,3,24-11-2010,11,2010-4,Kanban
Frontend,1,25-11-2010,11,2010-4,Kanban
Frontend,1,27-11-2010,11,2010-4,Kanban
Frontend,3,01-12-2010,12,2010-4,Kanban
Frontend,3,03-12-2010,12,2010-4,Kanban
Frontend,5,04-12-2010,12,2010-4,Kanban
Frontend,1,06-12-2010,12,2010-4,Kanban
Frontend,1,09-12-2010,12,2010-4,Kanban
Frontend,6,10-12-2010,12,2010-4,Kanban
Frontend,1,15-12-2010,12,2010-4,Kanban
Frontend,2,22-12-2010,12,2010-4,Kanban
Frontend,1,01-01-2011,1,2011-1,Kanban
Frontend,3,04-01-2011,1,2011-1,Kanban
Frontend,3,05-01-2011,1,2011-1,Kanban
Frontend,2,06-01-2011,1,2011-1,Kanban
Frontend,3,07-01-2011,1,2011-1,Kanban
Frontend,2,08-01-2011,1,2011-1,Kanban
Frontend,2,11-01-2011,1,2011-1,Kanban
Frontend,2,12-01-2011,1,2011-1,Kanban
Frontend,1,14-01-2011,1,2011-1,Kanban
Frontend,1,15-01-2011,1,2011-1,Kanban
Frontend,1,19-01-2011,1,2011-1,Kanban
Frontend,1,22-01-2011,1,2011-1,Kanban
Frontend,1,24-01-2011,1,2011-1,Kanban
Frontend,1,25-01-2011,1,2011-1,Kanban
Frontend,1,26-01-2011,1,2011-1,Kanban
Frontend,2,27-01-2011,1,2011-1,Kanban
Frontend,1,02-02-2011,2,2011-1,Kanban
Frontend,1,03-02-2011,2,2011-1,Kanban
Frontend,1,07-02-2011,2,2011-1,Kanban
Frontend,1,09-02-2011,2,2011-1,Kanban
Frontend,1,14-02-2011,2,2011-1,Kanban
Frontend,4,15-02-2011,2,2011-1,Kanban
Frontend,1,18-02-2011,2,2011-1,Kanban
Frontend,1,20-02-2011,2,2011-1,Kanban
Frontend,2,23-02-2011,2,2011-1,Kanban
Frontend,6,26-02-2011,2,2011-1,Kanban
Frontend,2,04-03-2011,3,2011-1,Kanban
Frontend,2,05-03-2011,3,2011-1,Kanban
Frontend,1,08-03-2011,3,2011-1,Kanban
Frontend,6,09-03-2011,3,2011-1,Kanban
Frontend,1,10-03-2011,3,2011-1,Kanban
Frontend,1,15-03-2011,3,2011-1,Kanban
Frontend,2,19-03-2011,3,2011-1,Kanban
Frontend,2,21-03-2011,3,2011-1,Kanban
Frontend,1,24-03-2011,3,2011-1,Kanban
Frontend,1,25-03-2011,3,2011-1,Kanban
Frontend,1,28-03-2011,3,2011-1,Kanban
Frontend,3,31-03-2011,3,2011-1,Kanban
Frontend,1,04-04-2011,4,2011-2,Kanban
Frontend,2,07-04-2011,4,2011-2,Kanban
Frontend,1,09-04-2011,4,2011-2,Kanban
Frontend,2,14-04-2011,4,2011-2,Kanban
Frontend,2,30-04-2011,4,2011-2,Kanban
Frontend,9,01-05-2011,5,2011-2,Kanban
Frontend,3,04-05-2011,5,2011-2,Kanban
Frontend,1,05-05-2011,5,2011-2,Kanban
Frontend,1,07-05-2011,5,2011-2,Kanban
Frontend,3,10-05-2011,5,2011-2,Kanban
Frontend,7,11-05-2011,5,2011-2,Kanban
Frontend,1,12-05-2011,5,2011-2,Kanban
Frontend,1,20-05-2011,5,2011-2,Kanban
