4444,Krypton,324,23,2008-4,19-12-2008,06-09-2010
5213,Krypton,39,22,2009-1,27-01-2009,06-10-2010
19427,Krypton,12381,38,2010-2,19-04-2010,28-09-2010
19449,Krypton,198,36,2010-2,19-04-2010,06-09-2010
19450,Krypton,6,27,2010-2,19-04-2010,10-11-2010
19453,Krypton,788,21,2010-2,19-04-2010,16-11-2010
19460,Krypton,0,4,2010-2,19-04-2010,28-10-2010
19461,Krypton,0,6,2010-2,19-04-2010,29-10-2010
19463,Krypton,210,5,2010-2,19-04-2010,28-10-2010
19464,Krypton,3334,16,2010-2,19-04-2010,11-11-2010
19467,Krypton,0,79,2010-2,19-04-2010,06-09-2010
19470,Krypton,127,10,2010-2,19-04-2010,17-11-2010
19473,Krypton,7,1,2010-2,19-04-2010,19-11-2010
19474,Krypton,268,3,2010-2,19-04-2010,19-11-2010
19476,Krypton,1095,21,2010-2,19-04-2010,12-10-2010
19478,Krypton,0,39,2010-2,19-04-2010,06-09-2010
19479,Krypton,2846,25,2010-2,19-04-2010,02-11-2010
19480,Krypton,74,1,2010-2,19-04-2010,19-11-2010
19482,Krypton,751,14,2010-2,19-04-2010,24-11-2010
19484,Krypton,0,25,2010-2,19-04-2010,06-09-2010
19829,Krypton,0,1,2010-2,28-04-2010,12-11-2010
19931,Krypton,1928,4,2010-2,30-04-2010,30-12-2010
20610,Krypton,118,45,2010-2,25-05-2010,27-09-2010
20775,Krypton,0,45,2010-2,31-05-2010,06-09-2010
21897,Krypton,427,18,2010-3,09-07-2010,06-09-2010
22250,Krypton,416,1,2010-3,21-07-2010,06-09-2010
22853,Krypton,0,1,2010-3,13-08-2010,24-11-2010
22855,Krypton,0,1,2010-3,13-08-2010,09-12-2010
22856,Krypton,0,1,2010-3,13-08-2010,26-11-2010
22879,Krypton,0,1,2010-3,16-08-2010,06-09-2010
22881,Krypton,0,16,2010-3,16-08-2010,09-09-2010
22936,Krypton,0,1,2010-3,18-08-2010,26-11-2010
