ID;Date From;Date To;Lead Time;Process Type;Type;Team
3027;2008-10-09;2008-10-16;42;Scrum;Bug;
3028;2008-10-07;2008-10-08;105;Scrum;Bug;
3030;2008-12-30;2008-12-30;11;Scrum;Bug;
3038;2008-10-07;2008-10-07;1;Scrum;Bug;
3043;2008-11-20;2008-11-28;19;Scrum;Bug;
3044;2008-10-19;2008-10-19;97;Scrum;Bug;
3046;2008-11-19;2008-11-19;64;Scrum;Bug;
3047;2008-11-19;2008-11-19;63;Scrum;Bug;
3048;2008-11-19;2008-11-19;64;Scrum;Bug;
3049;2008-11-19;2008-11-19;34;Scrum;Bug;
3050;2008-11-19;2008-11-19;1;Scrum;Bug;
3052;2008-10-09;2008-10-10;48;Scrum;Feature;
3055;2008-11-06;2008-11-07;41;Scrum;Feature;
3059;2008-10-17;2008-10-17;41;Scrum;Feature;
3060;2008-11-07;2008-11-07;12;Scrum;Feature;
3062;2008-12-18;2008-12-18;42;Scrum;Bug;
3063;2008-10-20;2008-10-20;1;Scrum;Bug;
3072;2008-10-10;2008-11-05;67;Scrum;Bug;
3075;2008-11-20;2008-12-30;14;Scrum;Bug;
3076;2008-11-27;2008-12-01;7;Scrum;Feature;
3077;2008-10-09;2008-11-04;21;Scrum;Feature;
3078;2008-12-11;2008-12-18;4;Scrum;Bug;
3079;2008-10-15;2008-10-20;1;Scrum;Bug;
3080;2008-12-08;2008-12-09;10;Scrum;Bug;
3085;2008-12-09;2008-12-12;40;Scrum;Bug;
3086;2009-01-07;2009-01-08;21;Scrum;Bug;
3119;2008-11-20;2008-12-02;15;Scrum;Bug;
3120;2008-11-20;2008-12-11;7;Scrum;Bug;
3121;2009-01-08;2009-01-08;7;Scrum;Bug;
3122;2008-10-10;2008-10-10;35;Scrum;Bug;
3123;2008-12-16;2008-12-16;50;Scrum;Bug;
3126;2008-10-10;2008-10-10;120;Scrum;Bug;
3129;2008-10-10;2008-10-23;85;Scrum;Bug;
3130;2008-10-13;2008-10-15;41;Scrum;Bug;
3132;2009-01-06;2009-01-07;20;Scrum;Bug;
3133;2008-11-11;2008-11-20;62;Scrum;Bug;
3134;2008-10-13;2008-10-15;99;Scrum;Bug;
3135;2008-11-20;2008-11-25;58;Scrum;Bug;
3136;2008-12-02;2009-01-02;4;Scrum;Bug;
3139;2009-01-05;2009-01-05;19;Scrum;Bug;
3140;2008-10-21;2008-10-21;9;Scrum;Bug;
3141;2008-11-11;2008-11-14;7;Scrum;Bug;
3142;2008-10-13;2008-10-13;1;Scrum;Bug;
3143;2008-10-13;2008-10-15;30;Scrum;Bug;
3145;2008-11-20;2008-12-11;42;Scrum;Bug;
3146;2008-10-14;2008-10-21;1;Scrum;Bug;
3147;2008-10-15;2008-10-15;99;Scrum;Bug;
3148;2008-11-21;2008-11-21;61;Scrum;Bug;
3151;2008-10-15;2008-10-27;91;Scrum;Bug;
3157;2008-10-15;2008-10-29;1;Scrum;Bug;
3161;2008-10-15;2008-11-05;38;Scrum;Bug;
3174;2008-10-27;2008-11-12;120;Scrum;Feature;
3179;2008-11-20;2008-11-20;6;Scrum;Feature;
3180;2008-10-27;2008-10-27;87;Scrum;Feature;
3181;2008-10-30;2008-10-30;73;Scrum;Feature;
3185;2008-11-06;2009-03-11;1;Scrum;Feature;
3187;2008-10-16;2008-10-16;110;Scrum;Bug;
3188;2008-10-17;2008-10-17;57;Scrum;Bug;
3189;2009-12-09;2010-08-06;1;Scrum;Bug;
3193;2009-01-20;2009-01-27;6;Scrum;Bug;
3198;2009-01-06;2009-01-06;6;Scrum;Bug;
3199;2008-12-17;2008-12-17;25;Scrum;Bug;
3200;2008-10-24;2008-10-24;7;Scrum;Bug;
3202;2008-10-20;2008-10-20;94;Scrum;Bug;
3205;2008-11-26;2008-12-12;18;Scrum;Bug;
3206;2009-01-06;2009-01-06;1;Scrum;Bug;
3213;2008-10-20;2008-10-20;1;Scrum;Bug;
3216;2008-11-20;2009-01-09;12;Scrum;Bug;
3218;2008-11-13;2008-11-13;28;Scrum;Bug;
3219;2008-12-08;2008-12-09;8;Scrum;Bug;
3220;2008-10-21;2008-10-21;94;Scrum;Bug;
3221;2008-10-21;2008-10-21;87;Scrum;Bug;
3222;2008-11-26;2008-12-11;57;Scrum;Bug;
3223;2009-04-15;2009-04-16;14;Scrum;Bug;
3225;2009-02-09;2009-05-26;1;Scrum;Bug;
3240;2008-10-21;2008-10-22;1;Scrum;Bug;
3249;2008-11-20;2008-11-28;66;Scrum;Bug;
3251;2008-10-24;2008-10-24;1;Scrum;Bug;
3255;2008-12-08;2008-12-09;8;Scrum;Bug;
3273;2008-10-21;2008-10-22;36;Scrum;Bug;
3286;2008-10-28;2008-11-20;8;Scrum;Feature;
3289;2008-12-05;2008-12-05;1;Scrum;Bug;
3299;2008-10-21;2008-11-10;1;Scrum;Bug;
3309;2008-12-08;2008-12-19;33;Scrum;Bug;
3324;2008-10-23;2008-10-23;55;Scrum;Bug;
3326;2009-01-12;2009-01-13;6;Scrum;Bug;
3327;2008-11-28;2008-11-28;12;Scrum;Bug;
3329;2008-10-23;2008-11-19;82;Scrum;Bug;
3330;2009-01-21;2009-01-21;1;Scrum;Bug;
3332;2008-11-28;2008-12-05;4;Scrum;Bug;
3334;2008-11-20;2008-12-08;30;Scrum;Bug;
3336;2008-11-20;2008-12-10;7;Scrum;Bug;
3346;2008-10-24;2008-10-24;12;Scrum;Bug;
3347;2008-12-19;2008-12-19;146;Scrum;Bug;
3366;2008-10-27;2008-10-27;78;Scrum;Bug;
3367;2008-11-03;2008-11-03;1;Scrum;Bug;
3371;2008-10-27;2008-10-28;48;Scrum;Bug;
3373;2008-10-28;2008-10-28;48;Scrum;Bug;
3380;2008-10-28;2008-10-28;80;Scrum;Bug;
3381;2008-11-19;2008-11-19;57;Scrum;Bug;
3383;2008-10-27;2008-10-27;86;Scrum;Bug;
3409;2008-10-28;2008-10-28;52;Scrum;Bug;
3425;2008-10-28;2008-11-13;116;Scrum;Feature;
3429;2008-11-03;2008-11-03;84;Scrum;Feature;
3430;2008-11-19;2008-11-19;74;Scrum;Bug;
3432;2008-11-11;2008-11-12;41;Scrum;Bug;
3437;2008-10-28;2008-11-11;1;Scrum;Feature;
3438;2008-12-09;2008-12-09;4;Scrum;Bug;
3441;2008-10-30;2008-11-03;22;Scrum;Bug;
3444;2008-12-19;2008-12-19;18;Scrum;Bug;
3446;2008-11-20;2008-12-05;8;Scrum;Bug;
3454;2008-12-15;2008-12-22;1;Scrum;Bug;
3459;2008-10-31;2008-11-03;29;Scrum;Bug;
3463;2008-11-03;2008-11-03;1;Scrum;Bug;
3467;2008-11-19;2008-11-20;63;Scrum;Bug;
3468;2008-10-30;2008-10-30;1;Scrum;Bug;
3474;2008-11-21;2009-01-12;3;Scrum;Bug;
3479;2008-11-03;2008-11-03;1;Scrum;Bug;
3480;2009-01-15;2009-01-19;220;Scrum;Bug;
3481;2008-11-20;2008-11-21;62;Scrum;Bug;
3482;2009-01-16;2009-01-16;116;Scrum;Bug;
3483;2008-10-31;2008-10-31;77;Scrum;Bug;
3484;2008-10-31;2008-10-31;94;Scrum;Bug;
3485;2008-10-31;2008-10-31;1;Scrum;Bug;
3489;2008-11-11;2008-11-20;22;Scrum;Bug;
3494;2008-11-20;2008-12-11;26;Scrum;Bug;
3497;2008-11-03;2008-11-03;1;Scrum;Bug;
3500;2008-11-03;2008-11-03;84;Scrum;Bug;
3503;2008-11-11;2008-11-26;502;Scrum;Feature;
3506;2008-11-04;2008-11-04;67;Scrum;Feature;
3508;2008-12-10;2008-12-10;7;Scrum;Bug;
3509;2008-11-05;2008-11-05;37;Scrum;Bug;
3511;2008-11-20;2008-12-08;2;Scrum;Bug;
3524;2008-11-04;2008-11-04;9;Scrum;Bug;
3525;2008-11-04;2008-11-11;65;Scrum;Bug;
3527;2008-11-07;2008-11-07;5;Scrum;Bug;
3528;2009-01-07;2009-01-10;5;Scrum;Feature;
3529;2008-11-04;2008-11-07;1;Scrum;Bug;
3530;2008-11-11;2008-11-11;1;Scrum;Feature;
3535;2008-11-11;2008-11-11;16;Scrum;Bug;
3536;2008-11-11;2008-11-11;3;Scrum;Feature;
3540;2008-11-07;2008-11-07;19;Scrum;Feature;
3542;2008-11-11;2008-11-26;1;Scrum;Bug;
3543;2008-11-11;2008-11-12;2;Scrum;Bug;
3544;2008-11-11;2008-11-11;1;Scrum;Feature;
3545;2008-11-04;2008-11-05;22;Scrum;Bug;
3546;2008-11-11;2008-11-11;1;Scrum;Bug;
3547;2008-11-28;2008-12-09;133;Scrum;Bug;
3549;2009-01-07;2009-01-13;2;Scrum;Feature;
3550;2008-11-20;2008-12-02;1;Scrum;Bug;
3551;2009-01-05;2009-01-05;22;Scrum;Bug;
3552;2008-11-20;2008-12-12;34;Scrum;Bug;
3554;2008-12-12;2008-12-12;34;Scrum;Bug;
3555;2008-11-05;2008-11-05;1;Scrum;Bug;
3557;2009-03-02;2009-03-31;1;Scrum;Feature;
3558;2008-11-20;2008-12-13;40;Scrum;Bug;
3559;2009-01-14;2009-01-15;21;Scrum;Bug;
3560;2008-12-09;2008-12-09;43;Scrum;Bug;
3562;2008-11-14;2008-11-14;38;Scrum;Bug;
3565;2008-11-05;2008-11-21;6;Scrum;Bug;
3570;2009-02-11;2009-02-11;195;Scrum;Bug;
3576;2008-11-20;2008-11-28;1;Scrum;Bug;
3586;2008-11-11;2008-11-24;3;Scrum;Bug;
3587;2008-11-06;2008-11-06;7;Scrum;Bug;
3589;2008-11-20;2009-01-09;12;Scrum;Bug;
3617;2008-12-02;2008-12-17;1;Scrum;Bug;
3620;2008-11-28;2008-12-10;90;Scrum;Bug;
3622;2008-12-15;2008-12-16;21;Scrum;Bug;
3626;2008-12-01;2008-12-19;1;Scrum;Feature;
3630;2008-11-10;2008-11-10;2;Scrum;Bug;
3633;2008-11-20;2008-12-12;18;Scrum;Bug;
3635;2008-12-08;2008-12-10;43;Scrum;Bug;
3636;2008-11-14;2008-11-14;24;Scrum;Feature;
3637;2008-12-02;2008-12-02;1;Scrum;Bug;
3639;2008-11-13;2008-11-24;25;Scrum;Feature;
3641;2008-11-10;2008-11-10;1;Scrum;Bug;
3642;2009-01-07;2009-01-07;14;Scrum;Bug;
3644;2008-11-11;2008-11-12;70;Scrum;Bug;
3645;2008-12-08;2008-12-08;45;Scrum;Bug;
3647;2009-01-06;2009-01-06;13;Scrum;Bug;
3648;2008-11-10;2008-12-04;1;Scrum;Feature;
3649;2008-11-10;2008-11-10;1;Scrum;Bug;
3650;2008-11-10;2008-11-10;2;Scrum;Bug;
3651;2008-11-11;2008-11-11;1;Scrum;Bug;
3652;2009-01-07;2009-01-07;14;Scrum;Bug;
3653;2008-11-19;2008-11-19;1;Scrum;Bug;
3654;2008-12-15;2008-12-15;14;Scrum;Bug;
3655;2008-11-24;2008-11-24;3;Scrum;Bug;
3663;2008-11-14;2008-11-14;12;Scrum;Bug;
3676;2009-01-08;2009-01-09;5;Scrum;Bug;
3685;2008-11-11;2008-11-13;70;Scrum;Bug;
3687;2008-12-23;2008-12-23;30;Scrum;Bug;
3689;2008-11-11;2008-11-11;1;Scrum;Bug;
3694;2008-11-11;2008-11-11;16;Scrum;Bug;
3695;2008-11-11;2008-11-11;37;Scrum;Bug;
3696;2008-11-12;2008-11-12;1;Scrum;Bug;
3698;2008-11-11;2008-11-12;30;Scrum;Bug;
3702;2008-11-12;2008-11-12;28;Scrum;Bug;
3705;2008-11-12;2008-11-12;2;Scrum;Bug;
3706;2008-11-27;2008-11-27;3;Scrum;Feature;
3708;2008-11-12;2008-11-12;15;Scrum;Feature;
3711;2008-11-20;2008-11-25;69;Scrum;Bug;
3713;2008-11-19;2008-11-19;82;Scrum;Bug;
3716;2008-11-13;2008-11-13;16;Scrum;Bug;
3719;2008-11-13;2008-11-18;9;Scrum;Bug;
3721;2008-12-19;2009-01-06;8;Scrum;Bug;
3723;2008-11-13;2008-11-13;1;Scrum;Bug;
3729;2008-11-17;2008-11-17;5;Scrum;Bug;
3737;2008-11-14;2008-11-14;28;Scrum;Bug;
3740;2008-12-01;2008-12-01;46;Scrum;Bug;
3747;2008-11-14;2008-11-14;5;Scrum;Bug;
3752;2008-11-14;2008-11-17;8;Scrum;Feature;
3753;2008-11-14;2008-11-14;74;Scrum;Bug;
3762;2008-11-18;2008-11-18;1;Scrum;Bug;
3763;2008-11-14;2008-11-18;1;Scrum;Bug;
3764;2009-01-09;2009-01-11;24;Scrum;Bug;
3766;2008-11-14;2008-11-14;13;Scrum;Bug;
3768;2008-11-14;2008-11-14;68;Scrum;Bug;
3769;2008-11-20;2008-11-21;56;Scrum;Bug;
3771;2008-11-20;2008-11-21;13;Scrum;Bug;
3773;2008-12-02;2008-12-03;65;Scrum;Bug;
3774;2008-11-27;2008-12-01;4;Scrum;Bug;
3778;2008-12-05;2008-12-16;1;Scrum;Bug;
3779;2009-06-04;2009-06-04;23;Scrum;Bug;
3781;2008-11-19;2008-11-19;80;Scrum;Bug;
3783;2009-05-07;2009-05-07;18;Scrum;Bug;
3787;2008-11-17;2008-11-17;1;Scrum;Bug;
3801;2008-11-17;2008-11-17;10;Scrum;Bug;
3802;2008-11-17;2008-11-17;9;Scrum;Bug;
3803;2008-11-18;2008-11-18;9;Scrum;Bug;
3804;2008-12-02;2008-12-03;43;Scrum;Bug;
3805;2008-12-02;2008-12-02;44;Scrum;Bug;
3806;2008-11-26;2008-12-02;1;Scrum;Bug;
3807;2009-03-10;2009-03-16;3;Scrum;Bug;
3808;2008-11-18;2008-11-18;1;Scrum;Bug;
3809;2008-11-26;2008-12-04;68;Scrum;Bug;
3810;2009-01-07;2009-01-12;1;Scrum;Feature;
3813;2008-11-18;2008-11-19;80;Scrum;Bug;
3814;2008-11-18;2008-11-18;64;Scrum;Bug;
3820;2008-11-20;2008-11-28;54;Scrum;Bug;
3822;2008-11-21;2008-12-08;46;Scrum;Bug;
3823;2008-11-18;2008-11-18;1;Scrum;Bug;
3827;2008-11-18;2008-11-18;9;Scrum;Bug;
3829;2009-03-10;2009-03-12;61;Scrum;Bug;
3834;2008-11-18;2008-11-18;11;Scrum;Feature;
3840;2008-11-19;2008-11-27;148;Scrum;Bug;
3848;2008-11-19;2008-11-19;1;Scrum;Bug;
3849;2008-11-20;2008-11-28;55;Scrum;Bug;
3850;2008-11-20;2008-12-16;23;Scrum;Bug;
3852;2008-11-19;2008-11-19;50;Scrum;Bug;
3855;2008-11-19;2008-11-19;1;Scrum;Bug;
3857;2008-11-20;2008-12-02;1;Scrum;Bug;
3858;2009-01-10;2009-01-10;4;Scrum;Bug;
3868;2008-11-20;2008-11-20;1;Scrum;Bug;
3870;2008-11-20;2008-11-20;62;Scrum;Bug;
3871;2008-12-05;2009-01-16;98;Scrum;Bug;
3872;2008-12-12;2008-12-12;132;Scrum;Bug;
3877;2008-11-21;2008-11-28;48;Scrum;Bug;
3878;2008-12-15;2008-12-15;8;Scrum;Bug;
3885;2008-11-21;2008-11-21;6;Scrum;Bug;
3896;2008-12-08;2008-12-09;28;Scrum;Bug;
3904;2008-11-24;2008-12-02;9;Scrum;Bug;
3905;2008-11-24;2008-11-24;1;Scrum;Bug;
3906;2008-11-24;2008-11-24;14;Scrum;Bug;
3907;2008-11-24;2008-11-24;1;Scrum;Bug;
3909;2008-11-24;2008-11-24;3;Scrum;Bug;
3910;2008-11-27;2008-11-27;11;Scrum;Bug;
3912;2008-11-25;2008-11-25;13;Scrum;Bug;
3913;2009-01-09;2009-01-10;5;Scrum;Bug;
3914;2008-11-25;2008-11-25;1;Scrum;Bug;
3915;2008-11-24;2008-11-24;14;Scrum;Bug;
3916;2009-01-06;2009-01-06;36;Scrum;Bug;
3917;2008-11-25;2008-11-25;1;Scrum;Bug;
3918;2008-11-25;2008-11-25;2;Scrum;Bug;
3920;2008-12-16;2008-12-16;28;Scrum;Bug;
3925;2009-01-06;2009-01-06;34;Scrum;Bug;
3926;2008-11-26;2008-11-26;8;Scrum;Bug;
3927;2009-02-24;2009-02-27;4;Scrum;Bug;
3928;2008-11-25;2008-11-25;52;Scrum;Bug;
3930;2008-11-25;2008-11-25;1;Scrum;Bug;
3935;2008-11-26;2008-11-26;57;Scrum;Bug;
3938;2008-12-19;2008-12-19;42;Scrum;Bug;
3939;2008-11-26;2008-11-26;8;Scrum;Bug;
3940;2008-11-26;2008-11-26;8;Scrum;Bug;
3941;2008-11-26;2008-12-02;50;Scrum;Bug;
3942;2008-12-01;2008-12-02;41;Scrum;Bug;
3946;2008-11-27;2008-11-27;1;Scrum;Bug;
3950;2008-11-26;2008-12-10;1;Scrum;Bug;
3951;2008-11-26;2008-11-27;7;Scrum;Bug;
3952;2008-11-26;2008-11-27;49;Scrum;Bug;
3954;2008-12-12;2008-12-12;17;Scrum;Bug;
3955;2008-12-03;2008-12-16;31;Scrum;Bug;
3956;2008-12-03;2008-12-12;41;Scrum;Bug;
3958;2008-11-26;2008-11-26;1;Scrum;Bug;
3959;2008-11-27;2008-11-27;1;Scrum;Bug;
3960;2008-11-27;2008-11-28;4;Scrum;Bug;
3961;2009-03-12;2009-03-19;34;Scrum;Bug;
3963;2008-12-05;2008-12-05;140;Scrum;Bug;
3964;2008-12-05;2008-12-05;12;Scrum;Bug;
3965;2008-11-27;2008-12-04;43;Scrum;Bug;
3966;2008-11-27;2008-11-27;4;Scrum;Bug;
3969;2008-12-05;2008-12-16;35;Scrum;Bug;
3972;2009-03-12;2009-03-14;95;Scrum;Bug;
3979;2008-12-05;2008-12-08;1;Scrum;Feature;
3980;2008-12-05;2008-12-08;1;Scrum;Feature;
3983;2008-11-27;2008-11-27;1;Scrum;Bug;
3989;2008-11-27;2008-11-27;5;Scrum;Bug;
3990;2008-11-27;2008-11-28;7;Scrum;Bug;
3992;2008-11-27;2008-12-01;1;Scrum;Bug;
3993;2008-11-27;2008-12-01;1;Scrum;Bug;
3995;2008-11-27;2008-11-27;41;Scrum;Bug;
3996;2008-11-27;2008-11-27;4;Scrum;Bug;
3997;2008-11-27;2008-11-27;50;Scrum;Bug;
3998;2008-11-27;2008-11-27;2;Scrum;Bug;
4000;2008-11-28;2008-11-28;1;Scrum;Bug;
4003;2008-12-17;2008-12-17;13;Scrum;Bug;
4004;2008-12-18;2008-12-19;29;Scrum;Bug;
4007;2009-01-02;2009-01-06;8;Scrum;Bug;
4009;2008-12-09;2008-12-09;2;Scrum;Bug;
4010;2008-12-08;2008-12-09;8;Scrum;Bug;
4015;2008-11-27;2008-11-27;1;Scrum;Feature;
4019;2008-12-03;2008-12-16;50;Scrum;Bug;
4020;2008-12-03;2008-12-16;49;Scrum;Bug;
4025;2009-03-12;2009-03-18;89;Scrum;Bug;
4028;2008-12-03;2008-12-15;7;Scrum;Bug;
4034;2008-11-28;2008-12-17;142;Scrum;Bug;
4043;2008-12-03;2008-12-04;1;Scrum;Bug;
4045;2009-02-26;2009-02-26;1;Scrum;Bug;
4046;2008-12-03;2008-12-15;15;Scrum;Bug;
4047;2008-12-15;2008-12-16;14;Scrum;Bug;
4048;2008-12-01;2008-12-01;12;Scrum;Bug;
4049;2009-11-06;2009-11-18;1;Scrum;Bug;
4051;2008-12-03;2008-12-16;1;Scrum;Bug;
4052;2008-12-01;2008-12-01;3;Scrum;Bug;
4054;2009-03-25;2009-06-24;1;Scrum;Bug;
4056;2008-12-03;2008-12-11;26;Scrum;Bug;
4057;2008-12-02;2009-01-02;4;Scrum;Bug;
4058;2008-12-01;2008-12-01;7;Scrum;Bug;
4059;2008-12-03;2008-12-15;3;Scrum;Bug;
4060;2008-12-03;2008-12-11;1;Scrum;Bug;
4061;2008-12-05;2008-12-16;1;Scrum;Bug;
4062;2008-12-05;2008-12-16;1;Scrum;Bug;
4063;2008-12-05;2008-12-16;34;Scrum;Bug;
4064;2008-12-05;2008-12-05;12;Scrum;Bug;
4065;2008-12-05;2008-12-05;12;Scrum;Bug;
4066;2008-12-05;2008-12-05;12;Scrum;Bug;
4067;2008-12-05;2008-12-08;2;Scrum;Bug;
4068;2008-12-02;2008-12-02;1;Scrum;Bug;
4069;2008-12-02;2008-12-02;1;Scrum;Bug;
4070;2008-12-03;2008-12-19;11;Scrum;Bug;
4072;2008-12-02;2008-12-12;24;Scrum;Bug;
4073;2008-12-03;2008-12-09;22;Scrum;Feature;
4075;2009-01-07;2009-01-09;5;Scrum;Bug;
4076;2008-12-09;2008-12-15;15;Scrum;Bug;
4078;2008-12-02;2008-12-02;10;Scrum;Bug;
4083;2008-12-02;2008-12-02;2;Scrum;Bug;
4086;2008-12-09;2008-12-09;22;Scrum;Bug;
4087;2009-03-12;2009-03-14;82;Scrum;Bug;
4088;2008-12-05;2008-12-30;133;Scrum;Bug;
4089;2009-03-12;2009-03-19;89;Scrum;Bug;
4090;2009-03-19;2009-03-20;34;Scrum;Bug;
4091;2008-12-05;2008-12-16;34;Scrum;Bug;
4093;2009-02-13;2009-06-03;16;Scrum;Bug;
4094;2008-12-05;2008-12-16;1;Scrum;Bug;
4096;2008-12-03;2008-12-11;34;Scrum;Bug;
4098;2009-01-10;2009-01-10;12;Scrum;Bug;
4100;2008-12-02;2008-12-02;1;Scrum;Bug;
4101;2008-12-03;2008-12-12;8;Scrum;Bug;
4102;2009-03-12;2009-03-19;35;Scrum;Bug;
4104;2008-12-19;2008-12-19;18;Scrum;Bug;
4105;2008-12-05;2008-12-08;1;Scrum;Bug;
4107;2008-12-05;2008-12-12;6;Scrum;Bug;
4109;2008-12-08;2008-12-12;42;Scrum;Bug;
4111;2009-01-06;2009-01-07;20;Scrum;Bug;
4112;2008-12-05;2008-12-15;4;Scrum;Bug;
4114;2008-12-03;2008-12-03;1;Scrum;Bug;
4115;2008-12-05;2008-12-12;6;Scrum;Bug;
4116;2008-12-03;2008-12-03;1;Scrum;Bug;
4117;2008-12-03;2008-12-03;35;Scrum;Bug;
4118;2008-12-04;2008-12-04;38;Scrum;Bug;
4121;2008-12-04;2008-12-04;1;Scrum;Bug;
4123;2009-03-19;2009-03-19;35;Scrum;Bug;
4127;2008-12-04;2008-12-04;1;Scrum;Bug;
4129;2008-12-09;2008-12-15;1;Scrum;Bug;
4130;2009-01-13;2009-01-13;1;Scrum;Bug;
4137;2009-01-09;2009-01-09;6;Scrum;Bug;
4150;2009-01-09;2009-01-09;7;Scrum;Bug;
4151;2009-01-06;2009-01-19;24;Scrum;Bug;
4152;2009-01-06;2009-01-19;72;Scrum;Bug;
4153;2009-01-06;2009-01-19;88;Scrum;Bug;
4155;2009-01-13;2009-01-21;153;Scrum;Feature;
4167;2008-12-05;2008-12-05;3;Scrum;Bug;
4170;2008-12-05;2008-12-05;7;Scrum;Bug;
4171;2008-12-10;2008-12-10;1;Scrum;Bug;
4172;2009-08-05;2009-08-05;105;Scrum;Bug;
4173;2008-12-08;2008-12-12;1;Scrum;Bug;
4176;2009-03-23;2009-03-23;50;Scrum;Bug;
4177;2008-12-05;2008-12-06;46;Scrum;Bug;
4183;2008-12-08;2008-12-08;185;Scrum;Bug;
4184;2008-12-08;2008-12-08;1;Scrum;Bug;
4186;2009-01-06;2009-01-19;100;Scrum;Bug;
4187;2009-02-18;2009-04-14;1;Scrum;Bug;
4188;2009-05-10;2009-05-14;13;Scrum;Bug;
4189;2008-12-08;2008-12-08;2;Scrum;Bug;
4190;2009-04-22;2009-04-22;1;Scrum;Bug;
4191;2008-12-08;2008-12-09;1;Scrum;Bug;
4192;2009-01-09;2009-01-09;6;Scrum;Bug;
4193;2009-01-06;2009-01-12;95;Scrum;Bug;
4194;2009-01-19;2009-01-19;92;Scrum;Bug;
4196;2009-01-29;2009-01-29;63;Scrum;Bug;
4197;2009-01-19;2009-01-19;91;Scrum;Bug;
4200;2008-12-08;2008-12-12;4;Scrum;Bug;
4201;2009-01-06;2009-01-19;93;Scrum;Bug;
4202;2009-01-06;2009-01-21;85;Scrum;Bug;
4204;2009-01-06;2009-01-21;31;Scrum;Bug;
4212;2008-12-23;2009-01-16;246;Scrum;Bug;
4214;2008-12-09;2008-12-10;2;Scrum;Bug;
4216;2008-12-09;2008-12-10;1;Scrum;Feature;
4218;2008-12-09;2008-12-10;1;Scrum;Bug;
4221;2008-12-09;2008-12-09;44;Scrum;Bug;
4222;2008-12-09;2008-12-09;48;Scrum;Bug;
4231;2008-12-10;2008-12-15;1;Scrum;Bug;
4232;2009-01-21;2009-02-19;112;Scrum;Bug;
4233;2008-12-15;2008-12-17;28;Scrum;Bug;
4234;2008-12-17;2009-01-08;1;Scrum;Bug;
4235;2008-12-17;2008-12-17;34;Scrum;Bug;
4236;2008-12-11;2008-12-11;26;Scrum;Bug;
4237;2008-12-11;2008-12-11;25;Scrum;Bug;
4238;2008-12-10;2008-12-11;31;Scrum;Bug;
4239;2008-12-10;2008-12-11;49;Scrum;Bug;
4240;2008-12-10;2008-12-10;1;Scrum;Bug;
4244;2008-12-10;2008-12-10;1;Scrum;Bug;
4248;2008-12-14;2008-12-14;33;Scrum;Bug;
4250;2008-12-11;2008-12-11;50;Scrum;Bug;
4251;2008-12-15;2008-12-15;23;Scrum;Bug;
4255;2009-02-16;2009-02-19;11;Scrum;Feature;
4265;2009-06-25;2009-06-25;504;Scrum;Feature;
4274;2008-12-10;2008-12-10;54;Scrum;Bug;
4275;2008-12-10;2008-12-10;1;Scrum;Bug;
4276;2008-12-11;2008-12-11;111;Scrum;Bug;
4277;2008-12-11;2008-12-11;5;Scrum;Bug;
4279;2008-12-11;2008-12-11;34;Scrum;Bug;
4280;2008-12-12;2008-12-12;10;Scrum;Bug;
4285;2008-12-11;2008-12-11;6;Scrum;Bug;
4287;2008-12-18;2008-12-18;18;Scrum;Bug;
4288;2008-12-11;2008-12-12;4;Scrum;Bug;
4289;2010-02-15;2010-02-15;1;Scrum;Bug;
4290;2008-12-11;2008-12-11;127;Scrum;Bug;
4291;2008-12-11;2008-12-11;1;Scrum;Bug;
4292;2008-12-11;2008-12-11;1;Scrum;Bug;
4293;2008-12-11;2008-12-11;39;Scrum;Bug;
4294;2008-12-11;2008-12-11;1;Scrum;Bug;
4295;2008-12-11;2008-12-12;5;Scrum;Bug;
4297;2008-12-11;2008-12-11;1;Scrum;Bug;
4299;2008-12-11;2008-12-11;57;Scrum;Bug;
4300;2008-12-12;2008-12-16;23;Scrum;Bug;
4301;2008-12-12;2008-12-16;23;Scrum;Bug;
4302;2008-12-12;2008-12-16;28;Scrum;Bug;
4303;2008-12-12;2008-12-16;28;Scrum;Bug;
4304;2008-12-12;2008-12-16;30;Scrum;Bug;
4306;2009-01-22;2009-02-16;12;Scrum;Bug;
4311;2008-12-12;2008-12-17;6;Scrum;Bug;
4314;2009-03-17;2009-03-17;37;Scrum;Bug;
4317;2008-12-12;2008-12-12;1;Scrum;Bug;
4319;2008-12-17;2008-12-22;32;Scrum;Bug;
4323;2009-01-12;2009-01-12;17;Scrum;Bug;
4326;2008-12-15;2008-12-15;107;Scrum;Bug;
4328;2009-01-06;2009-01-19;4;Scrum;Bug;
4329;2009-01-12;2009-01-16;13;Scrum;Bug;
4330;2008-12-15;2008-12-15;3;Scrum;Bug;
4332;2008-12-15;2008-12-15;43;Scrum;Bug;
4339;2008-12-15;2008-12-15;1;Scrum;Bug;
4340;2008-12-16;2008-12-16;1;Scrum;Bug;
4341;2008-12-15;2008-12-15;1;Scrum;Bug;
4347;2008-12-16;2008-12-16;122;Scrum;Bug;
4348;2008-12-16;2008-12-16;1;Scrum;Bug;
4351;2009-04-21;2009-04-21;59;Scrum;Bug;
4352;2008-12-19;2008-12-19;18;Scrum;Bug;
4355;2008-12-16;2008-12-16;1;Scrum;Bug;
4356;2008-12-17;2008-12-22;1;Scrum;Bug;
4357;2008-12-18;2008-12-18;1;Scrum;Bug;
