Neon,2012-3,36303,378,96.03968253968254
Neon,2011-2,13383,327,40.92660550458716
Neon,2010-4,20282,242,83.8099173553719
Neon,2010-3,39809,70,568.7
Neon,2011-1,86211,324,266.0833333333333
Neon,2011-3,49977,245,203.9877551020408
Neon,2012-1,19402,289,67.13494809688581
Neon,2011-4,19541,153,127.71895424836602
Neon,2012-2,27644,243,113.76131687242798
Neon,2012-4,268295,260,1031.9038461538462
Neon,2013-1,634,7,90.57142857142857
