Krypton,2010-3,22567,63,358.2063492063492
Krypton,2010-4,120618,253,476.7509881422925
Krypton,2011-1,99288,221,449.2669683257919
Krypton,2011-4,39390,142,277.3943661971831
Krypton,2011-2,39832,102,390.5098039215686
Krypton,2011-3,49707,99,502.09090909090907
Krypton,2012-3,72146,189,381.72486772486775
Krypton,2012-2,28813,74,389.36486486486484
Krypton,2012-1,24093,127,189.70866141732284
Krypton,2012-4,9373,5,1874.6
