Frontend,1,07-09-2010,9,2010-3,Kanban
Frontend,2,08-09-2010,9,2010-3,Kanban
Frontend,1,09-09-2010,9,2010-3,Kanban
Frontend,2,10-09-2010,9,2010-3,Kanban
Frontend,2,11-09-2010,9,2010-3,Kanban
Frontend,2,12-09-2010,9,2010-3,Kanban
Frontend,3,13-09-2010,9,2010-3,Kanban
Frontend,3,14-09-2010,9,2010-3,Kanban
Frontend,6,15-09-2010,9,2010-3,Kanban
Frontend,8,16-09-2010,9,2010-3,Kanban
Frontend,10,17-09-2010,9,2010-3,Kanban
Frontend,10,18-09-2010,9,2010-3,Kanban
Frontend,9,19-09-2010,9,2010-3,Kanban
Frontend,12,20-09-2010,9,2010-3,Kanban
Frontend,11,21-09-2010,9,2010-3,Kanban
Frontend,11,22-09-2010,9,2010-3,Kanban
Frontend,14,23-09-2010,9,2010-3,Kanban
Frontend,14,24-09-2010,9,2010-3,Kanban
Frontend,13,25-09-2010,9,2010-3,Kanban
Frontend,13,26-09-2010,9,2010-3,Kanban
Frontend,14,27-09-2010,9,2010-3,Kanban
Frontend,21,28-09-2010,9,2010-3,Kanban
Frontend,23,29-09-2010,9,2010-3,Kanban
Frontend,18,30-09-2010,9,2010-3,Kanban
Frontend,20,01-10-2010,10,2010-4,Kanban
Frontend,18,02-10-2010,10,2010-4,Kanban
Frontend,18,03-10-2010,10,2010-4,Kanban
Frontend,23,04-10-2010,10,2010-4,Kanban
Frontend,25,05-10-2010,10,2010-4,Kanban
Frontend,23,06-10-2010,10,2010-4,Kanban
Frontend,21,07-10-2010,10,2010-4,Kanban
Frontend,15,08-10-2010,10,2010-4,Kanban
Frontend,11,09-10-2010,10,2010-4,Kanban
Frontend,11,10-10-2010,10,2010-4,Kanban
Frontend,12,11-10-2010,10,2010-4,Kanban
Frontend,13,12-10-2010,10,2010-4,Kanban
Frontend,10,13-10-2010,10,2010-4,Kanban
Frontend,15,14-10-2010,10,2010-4,Kanban
Frontend,15,15-10-2010,10,2010-4,Kanban
Frontend,13,16-10-2010,10,2010-4,Kanban
Frontend,13,17-10-2010,10,2010-4,Kanban
Frontend,15,18-10-2010,10,2010-4,Kanban
Frontend,18,19-10-2010,10,2010-4,Kanban
Frontend,20,20-10-2010,10,2010-4,Kanban
Frontend,18,21-10-2010,10,2010-4,Kanban
Frontend,17,22-10-2010,10,2010-4,Kanban
Frontend,15,23-10-2010,10,2010-4,Kanban
Frontend,15,24-10-2010,10,2010-4,Kanban
Frontend,20,25-10-2010,10,2010-4,Kanban
Frontend,20,26-10-2010,10,2010-4,Kanban
Frontend,17,27-10-2010,10,2010-4,Kanban
Frontend,18,28-10-2010,10,2010-4,Kanban
Frontend,18,29-10-2010,10,2010-4,Kanban
Frontend,14,30-10-2010,10,2010-4,Kanban
Frontend,10,31-10-2010,10,2010-4,Kanban
Frontend,13,01-11-2010,11,2010-4,Kanban
Frontend,14,02-11-2010,11,2010-4,Kanban
Frontend,11,03-11-2010,11,2010-4,Kanban
Frontend,17,04-11-2010,11,2010-4,Kanban
Frontend,15,05-11-2010,11,2010-4,Kanban
Frontend,10,06-11-2010,11,2010-4,Kanban
Frontend,10,07-11-2010,11,2010-4,Kanban
Frontend,15,08-11-2010,11,2010-4,Kanban
Frontend,21,09-11-2010,11,2010-4,Kanban
Frontend,21,10-11-2010,11,2010-4,Kanban
Frontend,15,11-11-2010,11,2010-4,Kanban
Frontend,16,12-11-2010,11,2010-4,Kanban
Frontend,13,13-11-2010,11,2010-4,Kanban
Frontend,12,14-11-2010,11,2010-4,Kanban
Frontend,15,15-11-2010,11,2010-4,Kanban
Frontend,18,16-11-2010,11,2010-4,Kanban
Frontend,18,17-11-2010,11,2010-4,Kanban
Frontend,16,18-11-2010,11,2010-4,Kanban
Frontend,16,19-11-2010,11,2010-4,Kanban
