360,0,2008-04-15,4,2008-2,None
360,0,2008-04-16,4,2008-2,None
360,0,2008-04-17,4,2008-2,None
360,0,2008-04-18,4,2008-2,None
360,0,2008-04-19,4,2008-2,None
360,0,2008-04-20,4,2008-2,None
360,0,2008-04-21,4,2008-2,None
360,0,2008-04-22,4,2008-2,None
360,0,2008-04-23,4,2008-2,None
360,0,2008-04-24,4,2008-2,None
360,0,2008-04-25,4,2008-2,None
360,0,2008-04-26,4,2008-2,None
360,0,2008-04-27,4,2008-2,None
360,0,2008-04-28,4,2008-2,None
360,0,2008-04-29,4,2008-2,None
360,0,2008-04-30,4,2008-2,None
360,0,2008-05-01,5,2008-2,None
360,0,2008-05-02,5,2008-2,None
360,0,2008-05-03,5,2008-2,None
360,0,2008-05-04,5,2008-2,None
360,0,2008-05-05,5,2008-2,None
360,0,2008-05-06,5,2008-2,None
360,0,2008-05-07,5,2008-2,None
360,0,2008-05-08,5,2008-2,None
360,0,2008-05-09,5,2008-2,None
360,0,2008-05-10,5,2008-2,None
360,0,2008-05-11,5,2008-2,None
360,0,2008-05-12,5,2008-2,None
360,0,2008-05-13,5,2008-2,None
360,0,2008-05-14,5,2008-2,None
360,0,2008-05-15,5,2008-2,None
360,0,2008-05-16,5,2008-2,None
360,0,2008-05-17,5,2008-2,None
360,0,2008-05-18,5,2008-2,None
360,0,2008-05-19,5,2008-2,None
360,0,2008-05-20,5,2008-2,None
360,0,2008-05-21,5,2008-2,None
360,0,2008-05-22,5,2008-2,None
360,0,2008-05-23,5,2008-2,None
360,0,2008-05-24,5,2008-2,None
360,0,2008-05-25,5,2008-2,None
360,0,2008-05-26,5,2008-2,None
360,0,2008-05-27,5,2008-2,None
360,0,2008-05-28,5,2008-2,None
360,0,2008-05-29,5,2008-2,None
360,0,2008-05-30,5,2008-2,None
360,0,2008-05-31,5,2008-2,None
360,0,2008-06-01,6,2008-2,None
360,0,2008-06-02,6,2008-2,None
360,0,2008-06-03,6,2008-2,None
360,0,2008-06-04,6,2008-2,None
360,0,2008-06-05,6,2008-2,None
360,0,2008-06-06,6,2008-2,None
360,0,2008-06-07,6,2008-2,None
360,0,2008-06-08,6,2008-2,None
360,0,2008-06-09,6,2008-2,None
360,0,2008-06-10,6,2008-2,None
360,0,2008-06-11,6,2008-2,None
360,0,2008-06-12,6,2008-2,None
360,0,2008-06-13,6,2008-2,None
360,0,2008-06-14,6,2008-2,None
360,0,2008-06-15,6,2008-2,None
360,0,2008-06-16,6,2008-2,None
360,0,2008-06-17,6,2008-2,None
360,0,2008-06-18,6,2008-2,None
360,0,2008-06-19,6,2008-2,None
360,0,2008-06-20,6,2008-2,None
360,0,2008-06-21,6,2008-2,None
360,0,2008-06-22,6,2008-2,None
360,0,2008-06-23,6,2008-2,None
360,0,2008-06-24,6,2008-2,None
360,0,2008-06-25,6,2008-2,None
360,0,2008-06-26,6,2008-2,None
360,0,2008-06-27,6,2008-2,None
360,0,2008-06-28,6,2008-2,None
360,0,2008-06-29,6,2008-2,None
360,0,2008-06-30,6,2008-2,None
360,0,2008-07-01,7,2008-3,None
360,0,2008-07-02,7,2008-3,None
360,0,2008-07-03,7,2008-3,None
360,0,2008-07-04,7,2008-3,None
360,0,2008-07-05,7,2008-3,None
360,0,2008-07-06,7,2008-3,None
360,0,2008-07-07,7,2008-3,None
360,0,2008-07-08,7,2008-3,None
360,0,2008-07-09,7,2008-3,None
360,0,2008-07-10,7,2008-3,None
360,0,2008-07-11,7,2008-3,None
360,0,2008-07-12,7,2008-3,None
360,0,2008-07-13,7,2008-3,None
360,0,2008-07-14,7,2008-3,None
360,0,2008-07-15,7,2008-3,None
360,0,2008-07-16,7,2008-3,None
360,0,2008-07-17,7,2008-3,None
360,0,2008-07-18,7,2008-3,None
360,0,2008-07-19,7,2008-3,None
360,0,2008-07-20,7,2008-3,None
360,0,2008-07-21,7,2008-3,None
360,0,2008-07-22,7,2008-3,None
360,0,2008-07-23,7,2008-3,None
360,0,2008-07-24,7,2008-3,None
360,0,2008-07-25,7,2008-3,None
360,0,2008-07-26,7,2008-3,None
360,0,2008-07-27,7,2008-3,None
360,0,2008-07-28,7,2008-3,None
360,0,2008-07-29,7,2008-3,None
360,0,2008-07-30,7,2008-3,None
360,0,2008-07-31,7,2008-3,None
360,0,2008-08-01,8,2008-3,None
360,0,2008-08-02,8,2008-3,None
360,0,2008-08-03,8,2008-3,None
360,0,2008-08-04,8,2008-3,None
360,0,2008-08-05,8,2008-3,None
360,0,2008-08-06,8,2008-3,None
360,0,2008-08-07,8,2008-3,None
360,0,2008-08-08,8,2008-3,None
360,0,2008-08-09,8,2008-3,None
360,0,2008-08-10,8,2008-3,None
360,0,2008-08-11,8,2008-3,None
360,0,2008-08-12,8,2008-3,None
360,0,2008-08-13,8,2008-3,None
360,0,2008-08-14,8,2008-3,None
360,0,2008-08-15,8,2008-3,None
360,0,2008-08-16,8,2008-3,None
360,0,2008-08-17,8,2008-3,None
360,0,2008-08-18,8,2008-3,None
360,0,2008-08-19,8,2008-3,None
360,0,2008-08-20,8,2008-3,None
360,0,2008-08-21,8,2008-3,None
360,0,2008-08-22,8,2008-3,None
360,0,2008-08-23,8,2008-3,None
360,0,2008-08-24,8,2008-3,None
360,0,2008-08-25,8,2008-3,None
360,0,2008-08-26,8,2008-3,None
360,0,2008-08-27,8,2008-3,None
360,0,2008-08-28,8,2008-3,None
360,0,2008-08-29,8,2008-3,None
360,0,2008-08-30,8,2008-3,None
360,0,2008-08-31,8,2008-3,None
360,0,2008-09-01,9,2008-3,None
360,0,2008-09-02,9,2008-3,None
360,0,2008-09-03,9,2008-3,None
360,0,2008-09-04,9,2008-3,None
360,0,2008-09-05,9,2008-3,None
360,0,2008-09-06,9,2008-3,None
360,0,2008-09-07,9,2008-3,None
360,0,2008-09-08,9,2008-3,None
360,0,2008-09-09,9,2008-3,None
360,0,2008-09-10,9,2008-3,None
360,0,2008-09-11,9,2008-3,None
360,0,2008-09-12,9,2008-3,None
360,0,2008-09-13,9,2008-3,None
360,0,2008-09-14,9,2008-3,None
360,0,2008-09-15,9,2008-3,None
360,0,2008-09-16,9,2008-3,None
360,0,2008-09-17,9,2008-3,None
360,0,2008-09-18,9,2008-3,None
360,0,2008-09-19,9,2008-3,None
360,0,2008-09-20,9,2008-3,None
360,0,2008-09-21,9,2008-3,None
360,0,2008-09-22,9,2008-3,None
360,0,2008-09-23,9,2008-3,None
360,0,2008-09-24,9,2008-3,None
360,0,2008-09-25,9,2008-3,None
360,0,2008-09-26,9,2008-3,None
360,0,2008-09-27,9,2008-3,None
360,0,2008-09-28,9,2008-3,None
360,0,2008-09-29,9,2008-3,None
360,0,2008-09-30,9,2008-3,None
360,0,2008-10-01,10,2008-4,None
360,0,2008-10-02,10,2008-4,None
360,0,2008-10-03,10,2008-4,None
360,0,2008-10-04,10,2008-4,None
360,0,2008-10-05,10,2008-4,None
360,0,2008-10-06,10,2008-4,None
360,0,2008-10-07,10,2008-4,None
360,0,2008-10-08,10,2008-4,None
360,0,2008-10-09,10,2008-4,None
360,0,2008-10-10,10,2008-4,None
360,0,2008-10-11,10,2008-4,None
360,0,2008-10-12,10,2008-4,None
360,0,2008-10-13,10,2008-4,None
360,0,2008-10-14,10,2008-4,None
360,0,2008-10-15,10,2008-4,None
360,0,2008-10-16,10,2008-4,None
360,0,2008-10-17,10,2008-4,None
360,0,2008-10-18,10,2008-4,None
360,0,2008-10-19,10,2008-4,None
360,0,2008-10-20,10,2008-4,None
360,0,2008-10-21,10,2008-4,None
360,0,2008-10-22,10,2008-4,None
360,0,2008-10-23,10,2008-4,None
360,0,2008-10-24,10,2008-4,None
360,0,2008-10-25,10,2008-4,None
360,0,2008-10-26,10,2008-4,None
360,0,2008-10-27,10,2008-4,None
360,0,2008-10-28,10,2008-4,None
360,0,2008-10-29,10,2008-4,None
360,0,2008-10-30,10,2008-4,None
360,0,2008-10-31,10,2008-4,None
360,0,2008-11-01,11,2008-4,None
360,0,2008-11-02,11,2008-4,None
360,0,2008-11-03,11,2008-4,None
360,0,2008-11-04,11,2008-4,None
360,0,2008-11-05,11,2008-4,None
360,0,2008-11-06,11,2008-4,None
360,0,2008-11-07,11,2008-4,None
360,0,2008-11-08,11,2008-4,None
360,0,2008-11-09,11,2008-4,None
360,0,2008-11-10,11,2008-4,None
360,0,2008-11-11,11,2008-4,None
360,0,2008-11-12,11,2008-4,None
360,0,2008-11-13,11,2008-4,None
360,0,2008-11-14,11,2008-4,None
360,0,2008-11-15,11,2008-4,None
360,0,2008-11-16,11,2008-4,None
360,0,2008-11-17,11,2008-4,None
360,0,2008-11-18,11,2008-4,None
360,0,2008-11-19,11,2008-4,None
360,0,2008-11-20,11,2008-4,None
360,0,2008-11-21,11,2008-4,None
360,0,2008-11-22,11,2008-4,None
360,0,2008-11-23,11,2008-4,None
360,0,2008-11-24,11,2008-4,None
360,0,2008-11-25,11,2008-4,None
360,0,2008-11-26,11,2008-4,None
360,0,2008-11-27,11,2008-4,None
360,0,2008-11-28,11,2008-4,None
360,0,2008-11-29,11,2008-4,None
360,0,2008-11-30,11,2008-4,None
360,0,2008-12-01,12,2008-4,None
360,0,2008-12-02,12,2008-4,None
360,0,2008-12-03,12,2008-4,None
360,0,2008-12-04,12,2008-4,None
360,0,2008-12-05,12,2008-4,None
360,0,2008-12-06,12,2008-4,None
360,0,2008-12-07,12,2008-4,None
360,0,2008-12-08,12,2008-4,None
360,0,2008-12-09,12,2008-4,None
360,0,2008-12-10,12,2008-4,None
360,0,2008-12-11,12,2008-4,None
360,0,2008-12-12,12,2008-4,None
360,0,2008-12-13,12,2008-4,None
360,0,2008-12-14,12,2008-4,None
360,0,2008-12-15,12,2008-4,None
360,0,2008-12-16,12,2008-4,None
360,0,2008-12-17,12,2008-4,None
360,0,2008-12-18,12,2008-4,None
360,0,2008-12-19,12,2008-4,None
360,0,2008-12-20,12,2008-4,None
360,0,2008-12-21,12,2008-4,None
360,0,2008-12-22,12,2008-4,None
360,0,2008-12-23,12,2008-4,None
360,0,2008-12-24,12,2008-4,None
360,0,2008-12-25,12,2008-4,None
360,0,2008-12-26,12,2008-4,None
360,0,2008-12-27,12,2008-4,None
360,0,2008-12-28,12,2008-4,None
360,0,2008-12-29,12,2008-4,None
360,0,2008-12-30,12,2008-4,None
360,0,2008-12-31,12,2008-4,None
360,0,2009-01-01,1,2009-1,None
360,0,2009-01-02,1,2009-1,None
360,0,2009-01-03,1,2009-1,None
360,0,2009-01-04,1,2009-1,None
360,0,2009-01-05,1,2009-1,None
360,0,2009-01-06,1,2009-1,None
360,0,2009-01-07,1,2009-1,None
360,0,2009-01-08,1,2009-1,None
360,0,2009-01-09,1,2009-1,None
360,0,2009-01-10,1,2009-1,None
360,0,2009-01-11,1,2009-1,None
360,0,2009-01-12,1,2009-1,None
360,0,2009-01-13,1,2009-1,None
360,0,2009-01-14,1,2009-1,None
360,0,2009-01-15,1,2009-1,None
360,0,2009-01-16,1,2009-1,None
360,0,2009-01-17,1,2009-1,None
360,0,2009-01-18,1,2009-1,None
